Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
8748	-428.6767	-440.4461	11.76947	0.0653781	0.070779	0.087863	0.0061628	0.00459146	0.00773865	0.0621488	0.0686313	0.069402	0.0890563	0.0209081	0.0210918	0.210322	0.0677527	0.193743	0.269739	0.5278	0.819248	1.22063	1.89466	3.70729	0.9474381	0.0625287	0.0676943	0.0840337	0.00589421	0.00439135	0.00740138	0.0594401	0.0656402	0.0663773	0.0851749	0.0199969	0.0201726	0.201155	0.0647998	0.185299	1.045569
8784	-422.1268	-433.7569	11.6301	0.0444155	0.00937123	0.0383359	0.000135638	0.00366444	0.006992	0.00132498	0.0601727	0.0196738	0.0146235	0.010726	0.0222955	0.0906064	0.0437721	0.127731	0.136459	0.378563	0.738562	1.35398	2.64157	7.32821	1.440158	0.089939	0.0189762	0.0776281	0.00027466	0.00742028	0.0141584	0.00268301	0.121846	0.0398384	0.0296118	0.0217195	0.0451471	0.183473	0.0886362	0.258648	0.4938406
8820	-426.6963	-438.2072	11.51091	0.030427	0.022183	0.0310703	4.67827e-05	0.00337509	0.0139645	0.00122835	0.0283505	0.0151133	0.00612166	0.0113656	0.0325104	0.11397	0.0358193	0.0673732	0.118494	0.353378	0.722868	1.38338	2.82983	8.43926	1.54223	0.0736876	0.0537224	0.0752455	0.000113298	0.00817373	0.033819	0.0029748	0.0686587	0.0366011	0.0148253	0.027525	0.0787332	0.276011	0.0867465	0.163163	0.4129189
8856	-429.2029	-440.72	11.51713	0.0601583	0.0107246	0.114308	0.00448011	0.00278936	0.0430587	0.0327295	0.0852226	0.114211	0.201825	0.00357263	0.0837238	0.0648977	0.282666	0.207	0.290151	0.546916	0.828392	1.20716	1.82843	3.44648	0.8946911	0.0458745	0.00817819	0.0871672	0.00341637	0.00212706	0.0328349	0.0249583	0.0649875	0.0870927	0.153905	0.00272436	0.0638446	0.0494886	0.215551	0.15785	1.311368
8892	-424.5246	-436.4543	11.9297	0.0543221	0.00397508	0.091645	0.00617244	0.000529815	0.0133068	0.00373922	0.0644168	0.0496868	0.134047	0.0511153	0.0397074	0.0368778	0.225672	0.0733256	0.26056	0.518963	0.814944	1.22708	1.92692	3.83789	0.9724714	0.0640183	0.00468461	0.108003	0.0072742	0.000624385	0.015682	0.00440665	0.0759149	0.0585557	0.157974	0.0602391	0.046795	0.0434604	0.265953	0.0864139	0.8485395
8928	-429.4078	-440.988	11.58021	0.0741164	0.120477	0.125892	0.0624991	8.41532e-05	0.0292746	0.0223078	0.0981095	0.109624	0.385076	0.0681709	0.127008	0.0887732	0.376497	0.0661411	0.720422	0.852206	0.95133	1.05116	1.17342	1.38808	0.2371077	0.0422545	0.0686848	0.071772	0.0356313	4.79765e-05	0.0166897	0.0127179	0.0559332	0.0624975	0.219535	0.0388649	0.0724086	0.0506104	0.214645	0.0377076	1.754049
8964	-428.2506	-439.899	11.6484	0.0528259	0.0350319	0.0427573	0.00832382	0.00350371	0.0174901	0.0161329	0.0230328	0.0641747	0.0917198	0.031534	0.0163029	0.0289532	0.0915736	0.0385804	0.141321	0.385083	0.742507	1.34679	2.59684	7.07608	1.414843	0.0940069	0.0623413	0.0760891	0.0148127	0.00623505	0.0311247	0.0287094	0.0409882	0.114203	0.163221	0.0561165	0.029012	0.051524	0.162961	0.0686561	0.5619369
9000	-427.981	-439.5708	11.58982	0.123125	0.0116908	0.168117	0.00271392	0.0219281	0.0195758	0.00529174	0.151289	0.0727494	0.226445	0.0876475	0.0812259	0.0733337	0.174813	0.141679	0.35	0.599295	0.85237	1.1732	1.66863	2.85715	0.7590946	0.0904251	0.00858593	0.123468	0.00199315	0.0161044	0.0143768	0.00388634	0.111109	0.0534283	0.166305	0.0643698	0.0596536	0.0538575	0.128386	0.104051	1.361625
9036	-430.0008	-440.8596	10.85883	0.0218848	0.00118369	0.0220731	0.00160729	0.000555057	0.00581888	0.00298664	0.0176196	0.032068	0.0582323	0.0143514	0.0435943	0.00728439	0.000628303	0.0370736	0.0587039	0.250886	0.649602	1.5394	3.98588	17.0346	2.05008	0.0819775	0.00443393	0.0826828	0.00602067	0.00207917	0.0217967	0.0111875	0.0660006	0.120122	0.21813	0.0537584	0.163298	0.0272863	0.00235353	0.138873	0.2669614
9072	-432.0964	-443.965	11.86861	0.080559	0.0123507	0.111196	0.0187245	0.0188829	0.00394106	0.0187118	0.0361604	0.065723	0.0977922	0.0105626	0.0117513	0.0155889	0.112426	0.0529566	0.202221	0.458616	0.784113	1.27533	2.18047	4.94509	1.15575	0.120719	0.0185078	0.166628	0.028059	0.0282963	0.00590574	0.0280399	0.0541869	0.098487	0.146543	0.0158283	0.0176095	0.0233603	0.168472	0.0793564	0.6673265
9108	-424.1947	-436.1294	11.93464	0.0817792	0.00531854	0.0861588	0.00490423	0.0126853	0.0345231	0.0142011	0.0834752	0.0181541	0.186544	0.0340935	0.0423838	0.0491485	0.196168	0.122687	0.306004	0.561291	0.835125	1.19743	1.78161	3.26793	0.8562261	0.0841154	0.00547048	0.0886202	0.00504433	0.0130477	0.0355094	0.0146068	0.0858599	0.0186728	0.191874	0.0350675	0.0435946	0.0505526	0.201772	0.126192	0.9722252
9144	-436.1536	-447.7959	11.6423	0.0631683	0.0211378	0.045149	0.0567612	0.00225786	0.0525777	0.0290072	0.108935	0.0157594	0.194287	0.0640526	0.0542956	0.0304095	0.306927	0.116148	0.2693	0.527381	0.819045	1.22093	1.89616	3.71333	0.9486156	0.0544144	0.0182085	0.0388923	0.0488952	0.00194497	0.0452915	0.0249874	0.093839	0.0135755	0.167363	0.0551762	0.0467713	0.0261953	0.264394	0.100052	1.160873
9180	-428.7582	-440.3907	11.6325	0.0499866	0.00401813	0.0843905	0.015064	0.000672238	0.0172573	0.0160379	0.0664119	0.0256379	0.146145	0.0147723	0.0785777	0.0116579	0.088883	0.122198	0.154844	0.402633	0.752903	1.32819	2.48365	6.45812	1.348768	0.0673937	0.00541739	0.113778	0.0203098	0.000906335	0.0232669	0.0216228	0.089539	0.0345659	0.197038	0.0199166	0.105941	0.0157176	0.119835	0.164752	0.7417101
9216	-425.5523	-437.231	11.67865	0.0780371	0.000267809	0.0460278	0.00567609	0.0052573	0.00852395	0.00451681	0.0832	0.0136898	0.155754	0.0389053	0.0994406	0.0335162	0.0443362	0.0936828	0.160716	0.410009	0.757179	1.32069	2.43897	6.22215	1.321854	0.109783	0.000376754	0.064752	0.00798514	0.00739598	0.0119915	0.00635426	0.117046	0.0192589	0.219115	0.0547321	0.139893	0.0471507	0.0623723	0.131793	0.7108316
9252	-428.1771	-439.0563	10.87924	0.02897	0.0159187	0.0160873	0.000701562	0.0015678	0.00500296	0.00473738	0.021917	0.00790678	0.0349104	0.0121625	0.0139758	0.000682524	0.00202014	0.0287915	0.0762918	0.28509	0.676027	1.47923	3.50767	13.1076	1.860593	0.148296	0.0814871	0.0823499	0.00359126	0.00802548	0.0256099	0.0242504	0.112192	0.0404744	0.178705	0.0622593	0.0715417	0.00349381	0.010341	0.147383	0.1953525
9288	-433.9208	-445.393	11.47225	0.0861007	0.0730118	0.0110542	0.00842235	0.00992293	0.00218517	0.00260408	0.0227115	0.0419774	0.0722777	0.00109745	0.0491498	0.0231323	0.0126929	0.109146	0.109875	0.3406	0.714609	1.39937	2.936	9.10125	1.596833	0.163849	0.138941	0.0210362	0.0160277	0.0188833	0.00415838	0.00495555	0.04322	0.0798829	0.137544	0.00208844	0.093532	0.0440208	0.0241547	0.207705	0.5254865
9324	-432.035	-443.7986	11.76364	0.129244	0.0285488	0.0691644	0.136159	0.0306044	0.000611587	0.00138922	0.09797	0.0254515	0.225915	0.027357	0.104783	0.0448778	0.0146385	0.144584	0.281955	0.539326	0.824789	1.21243	1.85417	3.54666	0.9154097	0.119527	0.0264024	0.0639642	0.125922	0.0283034	0.000565604	0.00128477	0.090604	0.0235379	0.208929	0.0253002	0.0969049	0.0415036	0.0135379	0.133713	1.081299
9360	-425.5143	-437.0198	11.50552	0.0946831	0.0836366	0.100935	0.0397423	0.000580097	0.0512924	0.018127	0.104664	0.0981453	0.0751067	0.040399	0.318623	0.00688997	0.131606	0.357464	0.416025	0.651994	0.875079	1.14275	1.53376	2.4037	0.6341379	0.062214	0.0549556	0.066322	0.0261137	0.000381168	0.033703	0.0119108	0.0687719	0.0644889	0.0493508	0.0265452	0.20936	0.00452723	0.086475	0.234881	1.521894
9396	-426.0637	-437.3661	11.3024	0.0581921	0.00591165	0.0328522	0.0016687	0.00211138	0.00650586	0.0100122	0.0312347	0.0203814	0.0154004	0.015274	0.0511772	0.00917349	0.023818	0.0495744	0.0958254	0.318615	0.699887	1.4288	3.13859	10.4356	1.695761	0.1746	0.0177374	0.0985701	0.00500679	0.00633501	0.0195202	0.0300406	0.093717	0.0611526	0.0462074	0.0458283	0.153553	0.0275242	0.0714638	0.148744	0.3332875
9432	-425.5468	-436.532	10.98516	0.0202972	0.0136799	0.012428	0.0060895	0.00079047	0.0124846	0.000653794	0.0164678	0.0096464	0.0429265	0.00902182	0.0179677	0.00928689	0.00697025	0.0506767	0.077717	0.287675	0.677934	1.47507	3.47615	12.8672	1.847211	0.0884843	0.0596365	0.0541789	0.0265468	0.003446	0.0544256	0.00285017	0.0717904	0.0420529	0.187135	0.0393301	0.0783293	0.0404856	0.0303864	0.220922	0.2293874
9468	-427.7731	-439.9823	12.20917	0.150325	0.0554002	0.0582212	0.0543413	0.00794203	0.030918	0.0395198	0.0574963	0.0338306	0.0220692	0.0530259	0.150907	0.0435475	0.0746881	0.152217	0.454775	0.680937	0.887018	1.12737	1.46857	2.19889	0.5697433	0.152699	0.0562753	0.0591409	0.0551997	0.00806748	0.0314064	0.040144	0.0584046	0.034365	0.0224178	0.0538635	0.153291	0.0442354	0.075868	0.154622	0.9844491
9504	-427.47	-438.6611	11.1911	0.0270781	0.0153141	0.010462	0.00505121	0.00302686	0.0121064	0.00192366	0.0313495	0.00617216	0.00677709	0.00377077	0.0561919	0.0189008	0.0352635	0.0596162	0.0878233	0.305348	0.690662	1.44789	3.27495	11.3865	1.758814	0.0924154	0.0522659	0.035706	0.0172394	0.0103304	0.0413182	0.0065653	0.106993	0.0210651	0.0231297	0.0128693	0.191778	0.064507	0.120351	0.203465	0.2930045
9540	-426.5233	-438.0674	11.54417	0.0818113	0.0167955	0.0431185	0.00980169	0.0131559	0.00282029	0.00156256	0.0404157	0.0149415	0.012567	0.0247656	0.139064	0.0161497	0.0499715	0.0773908	0.12178	0.358123	0.725882	1.37763	2.79234	8.21155	1.522452	0.150297	0.0308554	0.0792137	0.0180068	0.0241689	0.00518121	0.00287061	0.0742483	0.0274492	0.0230871	0.0454973	0.255476	0.0296688	0.0918035	0.142176	0.5443315
9576	-430.0231	-441.6224	11.59925	0.0787525	0.00637066	0.0449814	0.0383526	0.0165339	0.0315891	0.00240965	0.0906147	0.0598978	0.0221924	0.0252805	0.218114	0.0167969	0.0597181	0.106886	0.159585	0.408598	0.756365	1.32211	2.44739	6.26627	1.326963	0.0962167	0.00778343	0.0549565	0.0468577	0.0202005	0.0385943	0.00294401	0.11071	0.0731809	0.0271138	0.0308867	0.266483	0.0205218	0.0729613	0.13059	0.8184906
9612	-428.7905	-440.5633	11.77272	0.208305	0.0568151	0.140988	0.0179847	0.00538115	0.0174947	0.00618919	0.216169	0.0689471	0.169964	0.180513	0.00602179	0.258359	0.0770446	0.288393	0.876731	0.937855	0.980182	1.02022	1.06626	1.1406	0.09512306	0.121209	0.0330595	0.0820381	0.0104649	0.00313118	0.0101798	0.00360136	0.125784	0.0401189	0.0988983	0.105037	0.00350396	0.150334	0.0448307	0.16781	1.718569
9648	-427.746	-439.5722	11.82618	0.0248144	0.0481218	0.0562197	0.00258545	0.00506504	0.0194125	0.00257453	0.159972	0.04862	0.00647571	0.0397863	0.140762	0.0224107	0.0936813	0.15039	0.218986	0.476781	0.793673	1.25997	2.0974	4.56651	1.09816	0.0302287	0.0586215	0.0684862	0.00314957	0.00617018	0.0236481	0.00313627	0.194876	0.0592283	0.00788864	0.0484672	0.171474	0.0273005	0.114121	0.183203	0.8208906
9684	-426.4255	-438.2323	11.80686	0.0788909	0.0262222	0.0652687	0.00866725	0.00668207	0.0235336	0.0017683	0.0972707	0.0402321	0.00461926	0.0706873	0.206533	0.0626852	0.122936	0.149569	0.254162	0.512709	0.811867	1.23173	1.95043	3.9345	0.9904485	0.0817043	0.0271573	0.0675963	0.00897634	0.00692037	0.0243729	0.00183136	0.10074	0.0416669	0.00478399	0.0732082	0.213898	0.0649206	0.12732	0.154903	0.9655661
9720	-424.7591	-436.5149	11.75577	0.0663974	0.00877747	0.0401295	0.00354748	0.00797252	0.0138005	0.00422444	0.0541529	0.0511635	0.00584051	0.0271333	0.107568	0.0341014	0.0382084	0.125249	0.165508	0.415925	0.760571	1.3148	2.40428	6.04202	1.300612	0.11287	0.0149209	0.0682166	0.0060304	0.0135526	0.0234597	0.00718117	0.0920552	0.0869735	0.00992835	0.0461243	0.182855	0.0579694	0.0649509	0.212912	0.5882657
9756	-428.258	-439.9256	11.6676	0.0282877	0.00551181	0.0175468	0.0458338	0.00159176	0.0138237	0.0120839	0.0541823	0.0264681	0.0162322	0.0306347	0.13097	0.0356544	0.0491189	0.0754605	0.144417	0.389174	0.744959	1.34236	2.56954	6.92439	1.399174	0.0520567	0.0101432	0.0322907	0.0843462	0.00292927	0.0254392	0.0222375	0.0997098	0.0487083	0.0298716	0.0563759	0.241019	0.0656135	0.0903918	0.138867	0.5434003
9792	-429.7958	-441.5201	11.72426	0.0472725	0.00586422	0.0191878	0.00117856	0.00218388	0.0151344	0.0054786	0.0156694	0.0199114	0.0383078	0.0142981	0.00919921	0.103387	0.0132191	0.0893457	0.160517	0.409761	0.757036	1.32094	2.44045	6.22986	1.322749	0.118288	0.0146738	0.048013	0.00294907	0.00546466	0.0378703	0.0137089	0.0392089	0.0498236	0.0958564	0.0357776	0.0230189	0.258702	0.0330777	0.223567	0.3996374
9828	-428.9714	-440.9665	11.99515	0.0456434	0.0923317	0.0503445	0.0440595	0.0138166	0.0132003	0.000884797	0.0947497	0.0425338	0.0638203	0.0247815	0.178671	0.0391805	0.0522186	0.227029	0.337716	0.588943	0.847749	1.17959	1.69796	2.96107	0.7849272	0.0464202	0.0939032	0.0512014	0.0448094	0.0140517	0.0134249	0.000899855	0.0963623	0.0432577	0.0649065	0.0252032	0.181712	0.0398473	0.0531073	0.230893	0.9832654
9864	-428.1211	-439.9189	11.7978	0.127148	0.0242089	0.09036	0.00363531	0.0276271	0.042895	0.0278741	0.06885	0.00748642	0.113011	0.066783	0.0787217	0.176971	0.0477577	0.258615	0.334478	0.586183	0.846507	1.18133	1.70595	2.98973	0.7918931	0.109427	0.0208348	0.0777662	0.00312865	0.0237766	0.0369166	0.0239892	0.0592541	0.00644301	0.0972604	0.0574752	0.0677499	0.152306	0.0411016	0.222571	1.161944
9900	-425.4786	-437.256	11.77749	0.103199	0.0633837	0.115929	0.0495141	0.00875498	0.0414851	0.00442012	0.0671256	0.0266741	0.0608129	0.029096	0.286396	0.0808124	0.115765	0.23279	0.398457	0.638418	0.869353	1.15028	1.56637	2.50968	0.6653366	0.0802385	0.0492814	0.0901362	0.0384976	0.00680708	0.032255	0.00343668	0.0521907	0.0207393	0.0472826	0.0226224	0.222676	0.0628324	0.090008	0.180996	1.286159
9936	-426.6873	-438.4866	11.79932	0.111525	0.0135044	0.0392077	0.00548737	0.00315476	0.00521872	0.000712391	0.0475643	0.0245409	0.0230714	0.0393215	0.0873244	0.0181732	0.0832229	0.0994215	0.176808	0.429541	0.768253	1.30165	2.32807	5.65585	1.252855	0.185427	0.022453	0.0651886	0.00912356	0.00524525	0.00867688	0.00118445	0.0790827	0.0408029	0.0383596	0.0653778	0.14519	0.0302156	0.13837	0.165303	0.6014504
9972	-424.2209	-435.7924	11.57143	0.0284046	0.00248155	0.0427204	0.00712279	0.00183331	0.00760987	0.00302184	0.0259832	0.030865	0.0162707	0.0097747	0.0886602	0.0114752	0.0396922	0.0672043	0.131593	0.371919	0.734493	1.36148	2.68876	7.59918	1.466412	0.0741402	0.00647722	0.111507	0.0185915	0.00478521	0.0198629	0.00788744	0.0678201	0.0805623	0.0424689	0.0255134	0.231416	0.029952	0.103603	0.175413	0.38312
10008	-427.4858	-439.2442	11.75841	0.0792758	0.00722849	0.0140618	0.00357531	0.00535356	0.00898581	0.0137803	0.0484128	0.0161829	0.0981756	0.0336212	0.0651547	0.033022	0.0997164	0.0615771	0.166103	0.416655	0.760987	1.31408	2.40007	6.02034	1.298013	0.134794	0.0122908	0.0239096	0.00607918	0.00910278	0.0152788	0.0234309	0.0823173	0.0275162	0.16693	0.057167	0.110784	0.056148	0.16955	0.104701	0.5881238
10044	-429.6511	-441.2311	11.57995	0.0441413	0.0296877	0.0567736	0.00545097	0.0123277	0.00569573	0.00942286	0.0281861	0.0279382	0.0464006	0.0164999	0.063851	0.0148962	0.0494636	0.0963241	0.127319	0.365977	0.730812	1.36834	2.73241	7.85431	1.49029	0.0870536	0.0585487	0.111966	0.0107502	0.0243121	0.0112329	0.0185833	0.0555873	0.0550984	0.0915093	0.0325404	0.125924	0.0293775	0.0975499	0.189966	0.5070596
10080	-435.635	-447.6513	12.01628	0.13034	0.177857	0.11867	0.0346759	0.0251082	0.043799	0.00993927	0.053767	0.0531749	0.109425	0.0265539	0.0407884	0.187833	0.0669665	0.165285	0.516786	0.724738	0.904438	1.10566	1.37981	1.93504	0.4773175	0.10476	0.142951	0.0953797	0.0278704	0.0201805	0.035203	0.0079886	0.0432147	0.0427389	0.0879492	0.0213424	0.0327833	0.150969	0.0538237	0.132846	1.244182
10116	-429.7121	-440.7601	11.04803	0.164032	0.0479565	0.0350791	0.00143486	0.00506344	0.0553439	0.0226746	0.0914874	0.085434	0.342104	0.135061	0.0641708	0.304561	0.0774817	0.233667	0.290223	0.546982	0.828423	1.20711	1.82821	3.44563	0.8945126	0.098485	0.0287932	0.0210616	0.000861492	0.0030401	0.0332286	0.0136139	0.0549292	0.0512947	0.2054	0.081091	0.0385282	0.182859	0.0465202	0.140294	1.665551
10152	-427.5757	-439.1468	11.57112	0.0368352	0.0299082	0.0296189	0.0176087	0.00922985	0.00643191	0.000441448	0.021379	0.0126455	0.0397951	0.0388698	0.0913113	0.0192924	0.0461956	0.111906	0.125801	0.363843	0.72948	1.37084	2.74844	7.94904	1.498959	0.0720185	0.0584752	0.0579095	0.0344278	0.0180458	0.0125754	0.0008631	0.0417993	0.0247239	0.0778056	0.0759965	0.178528	0.0377195	0.0903196	0.218793	0.5114685
10188	-426.8353	-438.6567	11.82141	0.137343	0.00432465	0.00918493	0.0144978	0.000738811	0.0251223	0.00137192	0.071818	0.0665242	0.112414	0.0232409	0.0325747	0.10421	0.01964	0.0673444	0.192646	0.447895	0.778347	1.28477	2.23267	5.19086	1.190822	0.198947	0.00626444	0.0133048	0.0210007	0.0010702	0.0363907	0.00198729	0.104031	0.0963631	0.162837	0.0336654	0.0471858	0.150952	0.0284493	0.0975511	0.6903497
10224	-428.4963	-440.1566	11.66029	0.11193	0.00881947	0.0536665	0.0243116	0.00117205	0.0275545	0.00234674	0.0324879	0.0462153	0.102991	0.0370233	0.0255151	0.0996315	0.0235211	0.0678252	0.15136	0.398189	0.750301	1.3328	2.51137	6.60676	1.365221	0.168313	0.0132621	0.0807002	0.0365582	0.00176245	0.0414347	0.00352887	0.0488532	0.0694955	0.154871	0.0556731	0.0383679	0.149819	0.0353694	0.101991	0.6650115
10260	-429.5376	-441.1914	11.65382	0.0309326	0.0192686	0.0364639	0.0116136	0.00193165	0.0164383	0.00949815	0.0405667	0.0150125	0.103017	0.0298006	0.0580121	0.13851	0.0548101	0.0556835	0.146055	0.39132	0.746238	1.34005	2.55545	6.84676	1.391022	0.0497661	0.0310005	0.0586652	0.0186846	0.00310774	0.0264468	0.0152812	0.065266	0.024153	0.16574	0.0479449	0.0933333	0.222842	0.0881817	0.0895868	0.6215589
10296	-432.5207	-444.4421	11.92141	0.0630797	0.0397559	0.0492959	0.0584491	0.00561616	0.0153918	0.00486149	0.107	0.0163015	0.0107147	0.04355	0.0217935	0.0862449	0.0610917	0.0915045	0.218668	0.476443	0.793497	1.26024	2.09889	4.57315	1.099211	0.0934997	0.0589281	0.0730687	0.0866361	0.00832455	0.0228145	0.00720593	0.158601	0.0241628	0.0158818	0.0645519	0.0323033	0.127836	0.0905531	0.135632	0.6746508
10332	-427.1503	-439.0273	11.87706	0.11777	0.0184481	0.0863147	0.0412322	0.00436368	0.0124972	0.0262062	0.055542	0.0114206	0.0423119	0.0546583	0.042393	0.123369	0.0673145	0.133068	0.239116	0.497675	0.804364	1.24322	2.00934	4.18207	1.034572	0.14072	0.0220431	0.103135	0.0492673	0.00521404	0.0149325	0.0313131	0.0663656	0.0136461	0.0505573	0.0653097	0.0506542	0.14741	0.0804323	0.159	0.836909
10368	-431.0118	-442.982	11.97018	0.0921894	0.0352469	0.175476	0.000957418	0.00620006	0.0118164	0.0750167	0.0569503	0.0647462	0.0209055	0.0396558	0.0117064	0.133252	0.105138	0.133527	0.317388	0.571379	0.839779	1.19079	1.75015	3.15072	0.8298154	0.0957529	0.0366094	0.182259	0.000994427	0.00643973	0.0122731	0.0779164	0.0591517	0.067249	0.0217136	0.0411887	0.012159	0.138403	0.109202	0.138689	0.9627837
10404	-428.0245	-439.7994	11.77493	0.0663029	0.0339933	0.102806	0.00324543	0.00972374	0.0281566	0.0450275	0.09866	0.0718907	0.0674163	0.101007	0.00467752	0.1837	0.132519	0.229607	0.332801	0.584747	0.84586	1.18223	1.71014	3.0048	0.7955289	0.0562493	0.0288388	0.0872171	0.00275331	0.0082493	0.0238871	0.0381999	0.0836999	0.0609897	0.0571938	0.0856913	0.00396825	0.155845	0.112425	0.194792	1.178734
10440	-426.3257	-438.0077	11.68195	0.133334	0.0441769	0.045723	0.014043	0.00198268	0.0531002	0.00780259	0.0539874	0.0892224	0.0346107	0.0572575	0.058178	0.251736	0.157465	0.28845	0.352052	0.601006	0.853128	1.17216	1.66388	2.84049	0.7548674	0.103274	0.0342173	0.0354149	0.010877	0.00153569	0.0411289	0.00604351	0.041816	0.0691074	0.0268078	0.0443489	0.0450619	0.194982	0.121965	0.22342	1.291069
10476	-425.2995	-437.1745	11.875	0.0715929	0.018317	0.0576302	0.00530277	0.00504652	0.0221835	0.00719683	0.0502767	0.0577094	0.0095924	0.0450495	0.0235895	0.156718	0.0695457	0.181467	0.224818	0.482933	0.796854	1.25494	2.07068	4.44803	1.079153	0.0916427	0.0234468	0.0737697	0.00678783	0.00645981	0.0283961	0.00921233	0.0643568	0.0738711	0.0122788	0.0576658	0.0301959	0.200607	0.0890222	0.232287	0.7812175
10512	-427.1743	-438.9015	11.72724	0.0866774	0.00845347	0.0133969	0.0207545	0.0053611	0.0155899	0.0159986	0.08142	0.0206981	0.0218003	0.0283349	0.0305645	0.217949	0.055827	0.11646	0.176137	0.428745	0.767809	1.30241	2.33239	5.6774	1.255604	0.117245	0.0114347	0.0181214	0.0280738	0.00725173	0.0210878	0.0216406	0.110133	0.0279974	0.0294884	0.0383274	0.0413434	0.29481	0.0755149	0.15753	0.7392852
10548	-432.9991	-444.6828	11.6837	0.103779	0.0424787	0.109189	0.0253806	0.00930758	0.00862743	0.0157348	0.0169068	0.0058713	0.0225545	0.0447864	0.0427306	0.132169	0.0971181	0.0948056	0.170904	0.422485	0.764293	1.3084	2.36695	5.85125	1.277414	0.134527	0.0550643	0.141539	0.0329003	0.0120652	0.0111835	0.0203967	0.0219159	0.00761084	0.0292369	0.0580556	0.0553907	0.171328	0.125892	0.122894	0.7714393
10584	-426.7969	-438.4667	11.6698	0.085419	0.00397433	0.104127	0.00719628	0.00325669	0.0310553	0.0178006	0.0783493	0.0718984	0.194544	0.049362	0.0105656	0.216028	0.0202603	0.151632	0.234973	0.49345	0.802228	1.24653	2.02655	4.25582	1.047211	0.081704	0.00380148	0.0995981	0.00688331	0.00311506	0.0297047	0.0170265	0.0749418	0.0687715	0.186083	0.0472152	0.0101061	0.206632	0.0193792	0.145038	1.045469
10620	-423.5361	-435.4991	11.96301	0.0632712	0.00912767	0.0555733	0.0284396	0.000870044	0.017068	0.00360437	0.088728	0.0330503	0.128713	0.0143422	0.0254742	0.184596	0.037445	0.0906505	0.253854	0.512406	0.811718	1.23196	1.95158	3.93927	0.9913243	0.0810179	0.0116879	0.0711608	0.0364165	0.00111408	0.0218554	0.00461535	0.113615	0.0423204	0.164816	0.018365	0.0326194	0.236372	0.0479478	0.116077	0.7809539
10656	-427.9156	-439.4622	11.54661	0.0543179	0.00414315	0.0770129	0.00965146	0.00315573	0.0143381	0.00692137	0.111714	0.0576747	0.15465	0.00583663	0.0304557	0.244929	0.011648	0.0468024	0.150789	0.397456	0.74987	1.33357	2.516	6.63176	1.367953	0.0651879	0.00497228	0.0924246	0.0115829	0.00378725	0.0172074	0.00830646	0.13407	0.0692164	0.185598	0.00700464	0.0365504	0.293944	0.013979	0.0561684	0.8332513
10692	-424.4798	-436.1595	11.67967	0.121778	0.0461226	0.121873	0.0170458	0.00955559	0.0123015	0.00873101	0.0847975	0.0320187	0.0435978	0.0611453	0.0313769	0.225508	0.169956	0.280954	0.336864	0.588218	0.847423	1.18005	1.70005	2.96856	0.7867545	0.0961336	0.0364099	0.096208	0.0134562	0.00754333	0.00971095	0.00689239	0.0669404	0.0252761	0.0344168	0.048269	0.0247694	0.17802	0.134165	0.221789	1.266761
10728	-431.0828	-442.7697	11.68695	0.088096	0.0301057	0.136054	0.0161726	0.0426678	0.00617096	0.0294288	0.0890064	0.00903922	0.0361212	0.0405978	0.00869281	0.138793	0.0759984	0.180313	0.204824	0.461487	0.78564	1.27285	2.16691	4.88223	1.1465	0.095007	0.0324674	0.146727	0.0174413	0.046015	0.00665506	0.0317374	0.0959888	0.00974834	0.0389549	0.0437827	0.00937475	0.149681	0.0819604	0.194459	0.9272579
10764	-430.147	-442.0034	11.85645	0.0441613	0.023831	0.0203621	0.00833811	0.0129278	0.0135643	0.00831098	0.046795	0.016381	0.0222565	0.0648586	0.030975	0.0943061	0.0843316	0.139651	0.194321	0.449789	0.779373	1.28308	2.22326	5.14613	1.184564	0.0699806	0.0377641	0.0322669	0.0132131	0.0204861	0.0214948	0.0131701	0.074154	0.0259583	0.0352689	0.102779	0.0490849	0.149443	0.133637	0.2213	0.6310506
10800	-435.1084	-446.4185	11.31009	0.0748782	0.0468266	0.114965	0.0928068	0.0593352	0.0421205	0.00272054	0.234571	0.150885	0.0980362	0.00655434	0.358532	0.067086	0.187775	0.276862	0.55865	0.7528	0.915222	1.09263	1.32837	1.79003	0.4209941	0.041279	0.0258147	0.0633781	0.0511627	0.0327104	0.0232203	0.00149979	0.129315	0.08318	0.0540456	0.00361329	0.197652	0.0369833	0.103517	0.152629	1.813954
