Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-428.5641	-440.5771	12.01295	0.866299	0.8758246
6	-432.8431	-445.1566	12.31353	0.588781	0.8483603
12	-427.653	-439.5687	11.91575	0.7883692	1.057763
18	-431.0828	-443.0497	11.96689	0.7478741	1.047625
24	-429.3278	-441.1946	11.86676	0.320504	1.48623
30	-432.345	-444.2109	11.86591	0.2568557	1.534444
36	-427.0371	-438.992	11.95486	0.2927824	1.440371
42	-428.3868	-440.358	11.97111	0.9835369	0.7805288
48	-428.0266	-440.0771	12.05047	0.9848878	0.6441549
54	-428.7395	-440.0403	11.30087	1.69826	0.3342566
60	-430.7129	-442.1022	11.38937	1.593417	0.3188784
66	-436.3627	-446.9214	10.55877	2.054631	0.160589
72	-436.9795	-447.6392	10.65975	1.941531	0.1577582
78	-433.208	-443.5917	10.38371	2.069948	0.1283272
84	-433.0307	-444.5135	11.48279	1.557254	0.3868067
90	-430.3479	-441.57	11.22216	1.82964	0.4097977
96	-425.8622	-437.6029	11.74071	1.302341	0.3921129
102	-425.3379	-437.105	11.76711	1.302341	0.4791994
108	-428.5297	-440.5629	12.03312	0.9925523	0.6646979
114	-427.5362	-439.1863	11.65014	1.408659	0.4278399
120	-430.0412	-442.0438	12.00268	0.9819001	0.7365947
126	-429.5221	-441.4623	11.94018	1.028954	0.7598824
132	-430.4983	-442.5776	12.0793	0.8771305	0.7780312
138	-429.1726	-441.2594	12.08679	0.5487002	1.121193
144	-431.6778	-443.4587	11.78083	0.8546636	1.121193
150	-433.7245	-445.5403	11.81585	1.234396	0.6070402
156	-430.5216	-442.3472	11.82564	1.139047	0.7663324
162	-430.3664	-441.9452	11.57883	1.376541	0.7795238
168	-428.0834	-439.795	11.71162	1.317077	0.6584982
174	-433.3867	-444.8315	11.44482	1.590309	0.6446628
180	-424.6994	-436.4938	11.79445	1.122772	0.8299173
186	-425.3666	-436.9258	11.5592	0.9164548	1.259123
192	-429.1148	-440.9674	11.85261	1.217717	0.5028554
198	-427.8178	-439.4958	11.67799	1.391029	0.5261609
204	-429.3282	-440.9498	11.62162	1.412706	0.6464495
210	-428.1146	-440.2008	12.08623	0.9079159	0.7213636
216	-428.2735	-440.1409	11.8674	1.044371	0.8367266
222	-425.4148	-437.4164	12.00159	1.005121	0.7001687
228	-428.3942	-440.0465	11.65222	1.282848	0.8069787
234	-428.3804	-440.1273	11.74687	1.241919	0.7299754
240	-424.7656	-436.6179	11.85235	1.150261	0.7072536
246	-428.5825	-440.2985	11.71599	1.256584	0.7548107
252	-426.7565	-438.2422	11.48569	1.051726	1.207174
258	-425.832	-437.5074	11.67543	0.9823113	1.100965
264	-426.2447	-437.7533	11.50855	1.345737	0.9043069
270	-425.3807	-437.0877	11.70702	0.7431753	1.280124
276	-428.5895	-440.69	12.1005	0.1320857	1.451877
282	-427.6887	-439.434	11.74532	0.8244012	1.179374
288	-426.4267	-438.1694	11.74263	0.827089	1.179374
294	-425.2226	-437.1942	11.97157	0.2654051	1.448529
300	-431.0991	-443.2393	12.1402	0.4975454	1.11916
306	-430.2955	-442.2422	11.94672	0.3216727	1.424435
312	-428.6814	-440.6205	11.9391	0.9047267	0.9159084
318	-429.3901	-441.2233	11.83326	1.062887	0.8558232
324	-427.8919	-439.9305	12.03862	0.9216668	0.7726081
330	-431.0031	-442.8194	11.81636	0.6842858	1.23828
336	-433.3615	-444.6891	11.32761	0.927187	1.434889
342	-425.1469	-436.795	11.64813	1.396212	0.6228333
348	-422.9495	-434.7339	11.7844	1.259946	0.6228333
354	-423.8331	-435.6175	11.7844	1.259946	0.6228333
360	-422.8089	-434.2619	11.45296	1.585546	0.3842202
366	-425.3345	-436.8021	11.46753	1.585546	0.5987469
372	-425.6035	-437.0137	11.41012	1.585546	0.3308221
378	-432.2167	-443.6333	11.41665	1.636238	0.4123157
384	-429.7009	-441.2379	11.53704	1.526906	0.5586861
390	-428.4898	-440.1857	11.69588	1.355527	0.6037063
396	-436.1468	-447.9062	11.75941	1.286718	0.6182483
402	-440.2983	-451.2313	10.93299	0.6512204	1.914321
408	-434.6184	-446.6929	12.07449	0.6562777	1.032209
414	-428.9476	-440.8804	11.93279	0.7715895	1.057516
420	-430.3861	-442.1938	11.80765	0.9527917	1.003044
426	-433.5426	-445.3518	11.8092	0.9489754	1.005295
432	-430.2114	-442.0092	11.79784	1.062601	0.8973856
438	-429.3063	-441.3788	12.07249	0.7036958	0.9872133
444	-427.0463	-438.8434	11.79709	0.7203746	1.224123
450	-428.9699	-440.9485	11.97861	0.4397737	1.306062
456	-429.8234	-441.8245	12.00114	0.8977789	0.8524788
462	-433.2847	-445.0355	11.75075	1.042063	0.9702246
468	-427.3654	-439.381	12.01561	0.9958275	0.6917755
474	-429.9717	-441.3057	11.33395	1.000762	1.372819
480	-429.5833	-441.4383	11.85497	1.15047	0.7023869
486	-429.5437	-441.4047	11.86091	1.193982	0.5930963
492	-429.6358	-440.8569	11.22104	1.107992	1.377282
498	-428.1516	-439.6706	11.519	0.7727026	1.406414
504	-436.7337	-448.5999	11.86617	1.186407	0.4115818
510	-428.7061	-440.5077	11.8016	1.247596	0.4041046
516	-432.155	-444.1437	11.98877	0.9872251	0.7497066
522	-428.7539	-440.7508	11.99692	0.4504575	1.282433
528	-428.01	-439.369	11.35903	0.8429585	1.475118
534	-429.5607	-441.2802	11.7195	0.3645702	1.563017
540	-426.7224	-438.4948	11.77237	1.268152	0.6322355
546	-429.3449	-441.1442	11.79927	1.268152	0.5391479
552	-428.4048	-439.5222	11.11741	1.774462	0.2575635
558	-429.1026	-440.394	11.29132	1.744492	0.3798546
564	-431.187	-442.3292	11.14218	1.76564	0.2663393
570	-432.1603	-443.8408	11.68049	1.285447	0.7645286
576	-430.1799	-441.9138	11.73386	1.285447	0.6771778
582	-429.653	-441.4154	11.76242	0.8636887	1.129634
588	-423.902	-435.9165	12.01447	0.9182483	0.8100625
594	-430.7575	-442.5598	11.80226	0.4594274	1.429595
600	-426.6956	-438.108	11.41243	0.7373747	1.514326
606	-431.8084	-442.9647	11.15629	0.9935117	1.514326
612	-427.791	-439.2299	11.43888	0.3314846	1.786764
618	-429.1338	-440.6762	11.54239	0.4258163	1.647166
624	-429.6084	-440.8579	11.24943	0.7410314	1.631157
630	-434.0724	-444.6076	10.53518	0.7535888	2.110922
636	-435.3457	-445.9316	10.58586	0.5402447	2.216702
642	-437.771	-449.8302	12.0592	0.5183662	1.172546
648	-433.7375	-445.4099	11.67237	1.042247	1.04776
654	-432.946	-444.4726	11.52655	0.3414908	1.718429
660	-435.6844	-447.8399	12.15556	0.859943	0.6843491
666	-426.5758	-438.1972	11.62135	0.8581408	1.255942
672	-425.1787	-437.1533	11.97457	0.7118116	1.07446
678	-427.2041	-439.2364	12.03235	0.7249389	1.006182
684	-428.8749	-440.7283	11.85341	0.7546282	1.145753
690	-432.864	-444.6712	11.80717	1.197249	0.7041562
696	-432.665	-444.3947	11.72966	1.106696	0.9240989
702	-427.966	-439.6367	11.67071	1.29729	0.761531
708	-431.9973	-443.3641	11.36675	1.298162	1.094378
714	-427.4614	-439.4488	11.98743	0.5312327	1.223108
720	-432.1662	-443.8749	11.70876	0.9734795	1.078332
726	-429.3181	-441.3023	11.98422	1.020828	0.7030668
732	-431.2879	-443.0958	11.80781	1.25328	0.4350591
738	-430.6316	-442.2603	11.62874	1.403652	0.6506766
744	-430.3657	-442.251	11.88539	1.12263	0.6978821
750	-429.9812	-441.7587	11.77751	1.290642	0.5337977
756	-429.2883	-441.0399	11.75168	1.264021	0.6839816
762	-433.0866	-444.4702	11.38355	1.685386	0.5270018
768	-431.5976	-442.9046	11.30696	1.685386	0.3276208
774	-426.2714	-438.0841	11.8127	1.248661	0.5700092
780	-426.2666	-437.8866	11.62006	1.43954	0.4302606
786	-430.7122	-442.3969	11.68476	1.041617	1.036459
792	-428.9175	-440.5067	11.5892	1.010617	1.153034
798	-425.7784	-437.4976	11.71919	1.140739	0.897963
804	-432.9208	-444.57	11.64916	0.7275116	1.339585
810	-429.6533	-441.7804	12.1271	0.5329631	1.098837
816	-427.3621	-439.1181	11.75604	0.5925308	1.361897
822	-425.1798	-437.1137	11.93396	0.9554877	0.8638304
828	-432.2991	-444.2059	11.90676	0.8458593	1.010812
834	-429.8108	-441.703	11.89221	0.7409417	1.123303
840	-432.2448	-443.8824	11.63752	0.9905322	1.127896
846	-430.45	-441.8397	11.38966	1.238389	1.127896
852	-432.6221	-444.2979	11.6758	1.1837	0.8984552
858	-433.9007	-445.4422	11.5415	0.7315398	1.420848
864	-430.455	-442.2759	11.82096	1.139139	0.7728703
870	-428.5363	-440.4429	11.90666	1.139139	0.6191087
876	-432.0012	-443.9832	11.98201	1.064692	0.616725
882	-428.157	-439.803	11.64602	1.407133	0.4129349
888	-427.5037	-439.186	11.68237	1.375064	0.5846709
894	-429.1742	-440.7962	11.622	1.397264	0.6772703
900	-429.0029	-440.8419	11.839	1.180265	0.6772703
906	-427.5027	-439.4989	11.99615	1.070577	0.5436749
912	-427.3894	-439.285	11.89569	1.168562	0.4468269
918	-426.7425	-438.4437	11.70115	1.355025	0.5889535
924	-425.2169	-437.1922	11.97534	1.014542	0.7282423
930	-427.6525	-439.2329	11.58046	1.448892	0.6571256
936	-423.9804	-435.858	11.87755	1.107562	0.735763
942	-423.2109	-434.9202	11.70931	1.175996	0.8687218
948	-423.83	-435.3248	11.49476	0.675374	1.499116
954	-425.0233	-436.415	11.39175	0.7783837	1.499116
960	-424.3149	-436.2805	11.96558	0.8228576	0.974724
966	-425.6504	-437.5179	11.86744	0.6852117	1.194124
972	-425.0495	-437.034	11.9845	0.7469525	1.031546
978	-426.6556	-438.1911	11.53544	0.6274212	1.504562
984	-426.4898	-437.8791	11.38926	0.8324463	1.460162
990	-436.1855	-447.7276	11.54213	1.518685	0.5721983
996	-436.769	-448.5816	11.81261	1.197104	0.6948659
1002	-441.5964	-453.5343	11.93784	0.7812194	1.043505
1008	-436.6974	-448.532	11.83464	1.028628	0.8941861
1014	-432.6517	-444.3667	11.71494	0.6609933	1.340178
1020	-429.4123	-441.6166	12.20423	0.68867	0.8597219
1026	-428.3132	-440.2729	11.9597	0.9331934	0.8597219
1032	-428.5502	-440.5071	11.95694	0.9504363	0.8421614
1038	-429.1357	-440.8977	11.76209	1.124669	0.8670186
1044	-430.8253	-442.8304	12.00506	1.015819	0.6741675
1050	-427.6641	-439.7875	12.12339	0.7197768	0.9166374
1056	-428.2036	-440.1524	11.94884	0.6317355	1.169927
1062	-428.9438	-440.4089	11.4651	0.8114707	1.418124
1068	-430.4675	-442.195	11.72746	1.172967	0.8506542
1074	-427.5843	-439.3087	11.72435	1.245957	0.7581581
1080	-425.4972	-437.0848	11.58763	1.448234	0.3799475
1086	-425.4323	-437.0635	11.63119	1.404683	0.3799475
1092	-427.4284	-438.5694	11.14101	1.763473	0.2644503
1098	-432.9856	-444.192	11.20646	1.763473	0.3080793
1104	-428.2547	-440.2675	12.01283	0.81474	0.9336089
1110	-427.2785	-438.8372	11.55874	1.479794	0.6369171
1116	-429.6374	-441.1685	11.53109	1.507445	0.6369171
1122	-429.1153	-440.945	11.82965	1.064009	0.8588081
1128	-426.288	-438.2335	11.94551	0.9481479	0.8588081
1134	-430.154	-441.8538	11.69983	0.6528108	1.358682
1140	-429.0719	-440.778	11.70611	0.9967682	1.058941
1146	-429.2325	-441.208	11.97556	0.8380839	0.9484707
