Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
4644	-429.9809	-441.3191	11.33817	0.0476297	0.0112065	0.032735	0.0280033	0.00317178	0.0062913	0.0019464	0.0287988	0.0241903	0.0108142	0.0298426	0.0126188	0.00213151	0.0561685	0.0456625	0.0996249	0.324714	0.70404	1.42037	3.07963	10.0376	1.667645	0.13959	0.0328433	0.0959377	0.0820702	0.00929565	0.0184381	0.00570438	0.0844016	0.0708953	0.0316935	0.0874608	0.0369825	0.0062469	0.164615	0.133825	0.3412109
4680	-432.7661	-444.5691	11.80301	0.0230859	0.0209539	0.0326339	0.0169784	0.0175625	0.00843804	0.01677	0.0486964	0.0317885	0.0505333	0.0370276	0.0129531	0.0212868	0.0803775	0.191335	0.178485	0.431523	0.769357	1.29979	2.31737	5.60272	1.24603	0.0378196	0.034327	0.0534614	0.0278142	0.0287712	0.0138233	0.0274729	0.0797752	0.0520764	0.0827844	0.0606591	0.0212199	0.0348724	0.131676	0.313448	0.6104209
4716	-429.3317	-440.7135	11.38177	0.0258773	0.0112498	0.0103684	0.00558259	0.00536911	0.0107315	0.00978969	0.084647	0.0252818	0.0157437	0.0345303	0.0173159	0.00415794	0.0528198	0.0684629	0.101335	0.327422	0.705866	1.4167	3.05417	9.86821	1.655335	0.0677544	0.0294552	0.0271475	0.0146169	0.0140579	0.0280983	0.0256323	0.221631	0.0661953	0.0412218	0.0904105	0.0453383	0.0108867	0.138298	0.179256	0.3819277
4752	-431.349	-442.8186	11.46959	0.0124386	0.0161701	0.029486	0.0101439	0.00214407	0.00529156	0.0154098	0.0532145	0.0307935	0.0278528	0.0261882	0.00402748	0.00487899	0.0431729	0.045368	0.121914	0.358316	0.726004	1.3774	2.79083	8.2025	1.521654	0.0380873	0.0495135	0.090287	0.0310609	0.00656521	0.0162029	0.0471852	0.162944	0.0942909	0.0852862	0.0801893	0.0123323	0.0149396	0.132197	0.138918	0.3265803
4788	-430.9163	-442.2493	11.33303	0.10877	0.109133	0.0770323	0.0610614	0.0392581	0.0449082	0.0150518	0.0799397	0.138078	0.0255755	0.097177	0.0821838	0.314569	0.0949284	0.48546	0.531548	0.734762	0.908323	1.10093	1.36099	1.8813	0.4569515	0.0613434	0.0615483	0.0434443	0.0344371	0.0221406	0.0253271	0.00848883	0.0450841	0.0778725	0.0144239	0.0548055	0.0463497	0.17741	0.0535373	0.273788	1.773126
4824	-426.5775	-437.0909	10.51346	0.0310138	0.00709298	0.0103294	0.00529039	0.00175493	0.00230703	0.000984876	0.0125806	0.00211296	0.00598256	0.0175236	0.00991725	0.00366875	0.0328429	0.0254649	0.0522967	0.237135	0.638279	1.56671	4.217	19.1217	2.133648	0.183658	0.0420034	0.0611687	0.0313288	0.0103924	0.0136618	0.00583226	0.0745004	0.0125126	0.0354277	0.103771	0.0587282	0.0217257	0.19449	0.150799	0.1688669
4860	-434.0892	-445.9159	11.82671	0.0959652	0.00704246	0.078946	0.0204101	0.000658253	0.0248505	0.0235143	0.0337601	0.00919891	0.0453109	0.0168037	0.00645458	0.00569464	0.0933674	0.0945685	0.180558	0.43396	0.77071	1.2975	2.30436	5.53839	1.237679	0.17243	0.0126539	0.14185	0.0366729	0.00118275	0.0446513	0.0422504	0.0606602	0.0165286	0.0814145	0.0301928	0.0115976	0.0102321	0.167762	0.169921	0.5565455
4896	-427.0733	-438.2983	11.22499	0.0187468	0.0170699	0.0425241	0.00509828	0.00105177	0.00517906	0.0020547	0.0307948	0.0181826	0.0320471	0.0355281	0.0124699	0.0108946	0.0594558	0.0609715	0.084066	0.298906	0.686083	1.45755	3.34553	11.8954	1.790429	0.0532474	0.0484846	0.120783	0.0144809	0.0029874	0.0147103	0.00583608	0.0874681	0.0516451	0.0910249	0.100912	0.0354189	0.0309446	0.168875	0.173181	0.3520691
4932	-432.457	-444.2835	11.82651	0.0557382	0.0489602	0.0500493	0.0471102	0.00969009	0.0146133	0.0421205	0.0660386	0.00652324	0.0145825	0.113483	0.0362165	0.0113952	0.0111177	0.0963076	0.185696	0.439939	0.774007	1.29198	2.27304	5.38516	1.217393	0.0893318	0.0784686	0.0802141	0.0755037	0.0155303	0.0234207	0.0675067	0.10584	0.0104548	0.0233714	0.181879	0.0580444	0.0182632	0.0178183	0.154353	0.6239457
4968	-430.7553	-442.3747	11.61939	0.0807154	0.075354	0.0211405	0.0144805	0.00420648	0.0066774	0.0137906	0.0951161	0.0137525	0.0189992	0.118746	0.045051	0.0305495	0.00309832	0.124867	0.143188	0.387555	0.743991	1.3441	2.58028	6.98382	1.405354	0.121095	0.113052	0.0317165	0.0217247	0.00631087	0.0100179	0.0206897	0.1427	0.0206325	0.028504	0.178152	0.0675889	0.0458326	0.00464832	0.187335	0.6665448
5004	-426.6696	-438.2663	11.59671	0.0964724	0.0474824	0.0591089	0.00788726	0.00869332	0.0129368	0.00624419	0.0680352	0.0206495	0.092142	0.169686	0.0725523	0.0264471	0.00774821	0.203009	0.174534	0.426838	0.766741	1.30422	2.34281	5.72955	1.262216	0.107299	0.0528114	0.0657427	0.00877244	0.00966897	0.0143887	0.00694497	0.0756708	0.022967	0.102483	0.188729	0.0806948	0.0294152	0.00861779	0.225793	0.8990947
5040	-429.0671	-440.5371	11.47003	0.125958	0.119818	0.181841	0.0290726	0.0326082	0.0151507	0.00828622	0.10258	0.0713958	0.0168574	0.254185	0.12188	0.0326153	0.0206026	0.275532	0.322111	0.57551	0.841668	1.18812	1.73759	3.10452	0.8191349	0.0894343	0.0850748	0.129113	0.0206426	0.023153	0.0107575	0.00588351	0.0728356	0.0506935	0.0119693	0.18048	0.086539	0.023158	0.0146286	0.195637	1.408381
5076	-430.3682	-441.1583	10.79008	0.0948373	0.0317049	0.137322	0.000136382	0.0139567	0.0488403	0.0341634	0.13418	0.14306	0.0430644	0.437881	0.0604307	0.0525596	0.53475	0.137611	0.326825	0.579603	0.843531	1.18549	1.72532	3.05974	0.8086299	0.0497965	0.0166474	0.0721039	7.16102e-05	0.00732831	0.0256447	0.0179383	0.0704544	0.0751168	0.022612	0.229919	0.0317305	0.0275976	0.280783	0.0722558	1.904498
5112	-430.1424	-442.0794	11.9371	0.0268534	0.0406707	0.0720361	0.0133228	0.00143351	0.0128699	0.0360629	0.0479901	0.0504423	0.0189876	0.0967035	0.00953794	0.0075225	0.0648811	0.0300765	0.209095	0.466154	0.788111	1.26886	2.14521	4.78252	1.131579	0.0507251	0.0768256	0.136073	0.0251663	0.00270784	0.0243108	0.0681214	0.0906516	0.0952837	0.0358668	0.182669	0.0180168	0.0142097	0.122558	0.0568135	0.5293908
5148	-428.586	-440.2616	11.67556	0.0754881	0.0162783	0.019883	0.00625568	0.00101583	0.0130226	0.0118195	0.0912354	0.0182304	0.0458977	0.0769177	0.051939	0.0399066	0.104935	0.0753312	0.152882	0.400136	0.751443	1.33077	2.49915	6.541	1.357989	0.116466	0.0251148	0.0306762	0.00965151	0.00156726	0.0200918	0.0182356	0.140761	0.0281266	0.0708128	0.118672	0.0801335	0.0615694	0.161897	0.116224	0.6481559
5184	-428.7125	-440.2767	11.56421	0.0273906	0.00692753	0.00600928	0.00704766	0.000852405	0.0206427	0.0067356	0.041756	0.0372672	0.0235589	0.132432	0.0257582	0.0184555	0.0590633	0.0341867	0.125562	0.363506	0.729269	1.37124	2.75099	7.96417	1.500334	0.0611283	0.0154604	0.0134111	0.0157285	0.00190234	0.046069	0.015032	0.0931882	0.0831703	0.052577	0.295551	0.0574853	0.0411876	0.131813	0.0762954	0.448083
5220	-433.5714	-445.1522	11.5808	0.0340274	0.0602357	0.0408697	0.0195628	0.011739	0.0160883	0.00488812	0.042035	0.0577122	0.028779	0.106322	0.00240296	0.0763297	0.0390588	0.0286041	0.128984	0.368303	0.732258	1.36564	2.71515	7.75292	1.480895	0.0598384	0.105927	0.0718709	0.0344019	0.0206434	0.0282918	0.00859594	0.0739201	0.101489	0.0506089	0.186971	0.00422569	0.134229	0.0686864	0.0503013	0.5686546
5256	-430.2218	-441.9863	11.76453	0.0629825	0.0440057	0.0992956	0.0294615	0.00378915	0.0386683	0.000854054	0.0768364	0.138561	0.0139111	0.255055	0.104506	0.00412475	0.339331	0.0803882	0.395113	0.635799	0.868239	1.15176	1.57282	2.53092	0.6714296	0.0487568	0.0340662	0.0768678	0.0228071	0.0029333	0.0299344	0.00066115	0.0594815	0.107264	0.010769	0.197446	0.0809015	0.0031931	0.262687	0.062231	1.29177
5292	-431.3395	-442.6749	11.33535	0.0453317	0.0100763	0.0155942	0.00693954	0.0026876	0.00596731	0.0063271	0.0103994	0.0240115	0.00434525	0.0534137	0.00784558	0.012908	0.0532155	0.0198615	0.110387	0.341372	0.715115	1.39838	2.92935	9.05905	1.593473	0.162523	0.0361255	0.0559085	0.0248797	0.00963558	0.021394	0.0226839	0.0372842	0.0860862	0.0155786	0.191499	0.028128	0.0462777	0.190788	0.0712076	0.2789241
5328	-430.2967	-441.4246	11.12785	0.0282494	0.0289671	0.0199201	0.00632916	0.00659839	0.00619197	0.000439473	0.00983666	0.0464694	0.0157714	0.0600246	0.0011058	0.0107013	0.0603653	0.0286265	0.0756647	0.283945	0.675179	1.48109	3.52181	13.2162	1.866561	0.0857089	0.0878866	0.0604377	0.0192027	0.0200196	0.0187865	0.00133337	0.0298446	0.140989	0.0478505	0.182115	0.00335502	0.032468	0.183149	0.0868533	0.3295966
5364	-427.0634	-438.303	11.23967	0.0480304	0.0141363	0.0176403	0.00578507	0.00624052	0.00261236	0.00460221	0.0483843	0.00284417	0.0058458	0.0560844	0.0227657	0.00694098	0.0470234	0.0206491	0.091126	0.310896	0.694553	1.43978	3.21651	10.9738	1.73212	0.155144	0.045662	0.0569806	0.0186865	0.0201577	0.00843826	0.0148657	0.156288	0.00918703	0.0188827	0.18116	0.073536	0.0224203	0.151892	0.0666992	0.309585
5400	-434.7697	-445.7587	10.98896	0.0264894	0.00710057	0.00648656	0.0282401	0.00186292	0.00382051	0.0151176	0.0413481	0.0196591	0.00512541	0.0779083	0.0143828	0.0250433	0.0679106	0.00106794	0.0614369	0.256516	0.654115	1.52878	3.8984	16.2769	2.017177	0.0775534	0.0207884	0.0189908	0.0826789	0.00545409	0.0111854	0.04426	0.121056	0.0575563	0.0150057	0.228093	0.0421088	0.0733196	0.198823	0.00312663	0.341563
5436	-432.5228	-444.0303	11.5075	0.0778149	0.0196091	0.023311	0.0280782	0.0135619	0.0142539	0.0161339	0.0451341	0.0596763	0.0656444	0.116411	0.128266	0.0241952	0.353941	0.0360447	0.181563	0.435136	0.771361	1.29641	2.29813	5.50774	1.233667	0.0761342	0.0191856	0.0228076	0.0274718	0.013269	0.0139461	0.0157855	0.0441593	0.0583874	0.0642266	0.113896	0.125495	0.0236726	0.346297	0.0352662	1.022075
5472	-433.6433	-444.6757	11.03237	0.0725463	0.114625	0.124288	0.0507856	0.0076923	0.0227462	0.0232703	0.0540772	0.0516854	0.0224526	0.0584971	0.51841	0.024162	0.397815	0.126961	0.286471	0.543522	0.826785	1.2095	1.83985	3.49075	0.903921	0.0434406	0.0686371	0.0744233	0.0304103	0.00460613	0.0136204	0.0139342	0.0323813	0.0309491	0.0134446	0.0350279	0.310422	0.0144681	0.238211	0.0760239	1.670013
5508	-438.4819	-450.0918	11.6099	0.0521559	0.0361626	0.0498625	0.00655658	0.00763599	0.00227332	0.0355314	0.054608	0.0123764	0.0127888	0.0411334	0.00652563	0.112195	0.0861113	0.0289788	0.133385	0.37438	0.736006	1.35868	2.67108	7.49709	1.456633	0.0957172	0.0663662	0.0915083	0.0120327	0.0140137	0.00417203	0.0652078	0.100217	0.0227133	0.0234702	0.0754886	0.0119759	0.205902	0.158033	0.0531822	0.5448956
5544	-424.8782	-436.7711	11.89288	0.114354	0.0254067	0.0698471	0.00954693	0.00414922	0.0293198	0.00749245	0.072547	0.00190538	0.00517875	0.0458884	0.0230942	0.13623	0.120953	0.0423273	0.215681	0.473258	0.791839	1.26288	2.11301	4.63648	1.109155	0.161462	0.035873	0.0986207	0.0134798	0.0058585	0.0413981	0.010579	0.102433	0.00269031	0.00731214	0.0647922	0.032608	0.19235	0.170779	0.0597641	0.7082395
5580	-426.8681	-438.9307	12.06254	0.161496	0.0233852	0.117195	0.0179154	0.00934547	0.0121398	0.0140665	0.0532408	0.0295091	0.0180251	0.104583	0.026005	0.191168	0.217022	0.0393446	0.398133	0.638165	0.869246	1.15042	1.56699	2.51172	0.6659235	0.156119	0.0226066	0.113293	0.0173189	0.00903432	0.0117357	0.0135981	0.0514682	0.0285266	0.017425	0.101101	0.0251392	0.184803	0.209796	0.0380347	1.034441
5616	-433.5495	-445.083	11.53349	0.0762134	0.014913	0.0163748	0.0123213	0.00664251	0.00852059	0.00254551	0.0222348	0.0172979	0.0261249	0.0217345	0.0822838	0.0796374	0.121873	0.0362982	0.120013	0.35558	0.72427	1.3807	2.81231	8.33245	1.53302	0.139837	0.0273625	0.0300446	0.0226072	0.0121877	0.0156337	0.00467052	0.0407965	0.0317383	0.0479343	0.0398787	0.150975	0.14612	0.223614	0.0666003	0.5450156
5652	-433.1772	-444.8175	11.64027	0.106278	0.0204719	0.0360373	0.011735	0.00995847	0.0173291	0.000535129	0.0501671	0.014747	0.0071617	0.0480302	0.00321653	0.100126	0.122971	0.0255077	0.140314	0.383741	0.741699	1.34826	2.60592	7.1269	1.420017	0.185066	0.0356483	0.0627529	0.0204346	0.017341	0.0301757	0.000931838	0.0873575	0.0256795	0.0124709	0.0836366	0.00560105	0.174353	0.214134	0.0444174	0.5742727
5688	-431.4537	-443.2177	11.76404	0.0353011	0.00692536	0.0404697	0.00535362	0.00853079	0.0125315	0.00760681	0.0369872	0.0535653	0.00232274	0.0277818	0.010662	0.0474457	0.0598778	0.0116509	0.174329	0.426593	0.766604	1.30445	2.34415	5.73628	1.263064	0.0961852	0.0188696	0.110268	0.014587	0.0232439	0.0341446	0.0207263	0.100779	0.14595	0.00632877	0.0756971	0.0290508	0.129275	0.163149	0.0317453	0.3670124
5724	-431.0407	-442.8892	11.84844	0.0691338	0.058137	0.0752094	0.00172715	0.0174129	0.0252255	0.0195601	0.0637418	0.0281287	0.0815974	0.0294107	0.0418341	0.00794516	0.0124794	0.0764729	0.189833	0.444693	0.776607	1.28765	2.24874	5.26779	1.201459	0.113704	0.0956176	0.123696	0.00284064	0.0286388	0.0414882	0.0321704	0.104836	0.0462632	0.134203	0.0483716	0.0688042	0.0130674	0.0205247	0.125775	0.608016
5760	-428.619	-440.4697	11.85071	0.141381	0.0214894	0.0711291	0.0024026	0.00533095	0.00833658	0.00617269	0.100706	0.0218766	0.019797	0.0917503	0.0134294	0.0266211	0.050191	0.0684558	0.194896	0.450438	0.779723	1.28251	2.22006	5.13093	1.182426	0.217821	0.0331079	0.109586	0.0037016	0.00821321	0.0128439	0.00951005	0.155155	0.0337045	0.0305006	0.141357	0.0206902	0.0410143	0.0773276	0.105467	0.64907
5796	-428.3957	-440.318	11.92233	0.124294	0.0020942	0.023128	0.00232603	0.00385231	0.0141225	0.0230348	0.0960642	0.034771	0.0479273	0.130952	0.0186931	0.00321861	0.0603452	0.087184	0.218534	0.476301	0.793423	1.26036	2.09951	4.57596	1.099655	0.184959	0.00311634	0.0344164	0.00346132	0.00573255	0.0210154	0.0342777	0.142951	0.051742	0.0713196	0.194867	0.0278168	0.00478954	0.0897985	0.129737	0.6720066
5832	-433.1066	-445.0608	11.95422	0.0885089	0.00705529	0.0382473	0.0293578	0.0230969	0.00479002	0.00714729	0.0356416	0.0357485	0.0708744	0.18663	0.0128	0.0092855	0.0956155	0.168074	0.259171	0.517612	0.814282	1.22808	1.93195	3.85846	0.9763366	0.108884	0.00867945	0.047052	0.0361161	0.0284139	0.00589271	0.00879263	0.0438465	0.0439779	0.08719	0.229594	0.0157466	0.0114231	0.117627	0.206765	0.8128728
5868	-430.88	-442.8094	11.9294	0.152647	0.023415	0.114784	0.0343519	0.00133988	0.012452	0.0523426	0.183641	0.0473889	0.237978	0.0624084	0.0989068	0.0795872	0.0438487	0.112801	0.468825	0.691116	0.891134	1.12217	1.44693	2.13299	0.5477431	0.121351	0.0186145	0.0912512	0.0273091	0.00106518	0.00989914	0.0416114	0.145991	0.0376733	0.189188	0.0496135	0.078629	0.0632704	0.0348589	0.0896746	1.257892
5904	-430.8888	-442.5422	11.65337	0.102527	0.021628	0.075025	0.0125925	0.000391071	0.0271353	0.0304813	0.0654385	0.0236935	0.0938729	0.0468465	0.0370956	0.00764139	0.000546906	0.141256	0.152215	0.399285	0.750944	1.33166	2.50448	6.56964	1.361147	0.149419	0.0315198	0.109339	0.0183519	0.000569932	0.039546	0.0444223	0.0953677	0.0345301	0.136807	0.0682723	0.0540617	0.0111363	0.000797041	0.205861	0.6861707
5940	-424.505	-435.7494	11.2444	0.160911	0.00247821	0.0861264	0.00764362	0.00962355	0.0129283	0.00311584	0.146715	0.0957808	0.0884061	0.179515	0.476983	0.0723109	0.0951935	0.408774	0.54463	0.743526	0.911689	1.09687	1.34494	1.83611	0.4393718	0.0871436	0.00134211	0.0466429	0.00413951	0.00521177	0.00700152	0.00168743	0.0794553	0.0518714	0.0478776	0.0972186	0.258317	0.039161	0.0515534	0.221377	1.846504
5976	-428.5642	-440.0237	11.45955	0.0652702	0.0536174	0.0543244	0.0233169	0.0337557	0.0385971	0.0222557	0.108982	0.089447	0.125002	0.181343	0.378514	0.051511	0.0598089	0.37046	0.503565	0.715635	0.900879	1.11003	1.39736	1.98584	0.4960565	0.0394095	0.0323736	0.0328005	0.0140785	0.0203814	0.0233045	0.0134378	0.0658021	0.0540072	0.0754749	0.109493	0.228543	0.0311018	0.0361121	0.22368	1.656204
6012	-425.5721	-437.4248	11.85271	0.109153	0.00958134	0.126939	0.00344635	0.0168208	0.0157559	0.0249559	0.0776395	0.0541992	0.0250126	0.073221	0.13142	0.0440774	0.0293601	0.196548	0.261216	0.5196	0.815256	1.22661	1.92456	3.82825	0.9706535	0.116352	0.0102132	0.135311	0.00367364	0.0179302	0.016795	0.0266018	0.0827599	0.0577736	0.0266622	0.07805	0.140087	0.0469843	0.0312964	0.20951	0.9381301
6048	-433.1674	-444.7535	11.58615	0.0735057	0.00565078	0.0729662	0.012839	0.022233	0.0152453	0.00197938	0.079277	0.0251757	0.0421677	0.0530326	0.0149736	0.1287	0.142293	0.0221976	0.14158	0.385426	0.742713	1.34641	2.59453	7.06317	1.413523	0.103204	0.00793386	0.102447	0.0180263	0.0312158	0.0214048	0.0027791	0.111307	0.0353473	0.0592047	0.0744593	0.0210233	0.180698	0.199783	0.0311661	0.7122362
6084	-427.1284	-438.63	11.50155	0.0717694	0.00998905	0.0336857	0.00308269	0.00025082	0.0133623	0.0129718	0.0419165	0.0103274	0.0133201	0.0513369	0.0362925	0.0819024	0.0612408	0.0269837	0.11455	0.347592	0.719155	1.39052	2.87693	8.72979	1.566703	0.153212	0.0213244	0.0719117	0.00658088	0.000535447	0.0285255	0.0276919	0.0894826	0.0220467	0.0284356	0.109593	0.0774765	0.174844	0.130736	0.0576042	0.4684319
6120	-437.6535	-449.2803	11.62688	0.0104159	0.0242822	0.0356352	0.0210708	0.00941653	0.00403977	0.00960491	0.0139255	0.0229522	0.037043	0.0122741	0.0654303	0.00782493	0.0345263	0.0741536	0.142145	0.386176	0.743164	1.3456	2.58949	7.03507	1.410641	0.0272245	0.0634672	0.0931407	0.0550734	0.0246123	0.0105589	0.0251046	0.0363976	0.0599908	0.0968202	0.0320813	0.171017	0.0204522	0.0902422	0.193817	0.3825953
6156	-429.381	-440.2439	10.86287	0.0317746	0.00909207	0.0327922	0.00303569	0.00181748	0.00158871	0.00210034	0.00161355	0.00472975	0.00859874	0.00610413	0.0519999	0.0174747	0.0259563	0.0498802	0.061928	0.257514	0.654908	1.52693	3.88329	16.1478	2.01142	0.127836	0.0365792	0.13193	0.0122132	0.00731209	0.00639169	0.00845009	0.00649162	0.0190287	0.0345944	0.0245581	0.209206	0.0703041	0.104427	0.200678	0.2485583
6192	-431.9344	-443.6542	11.71982	0.168339	0.0594927	0.0284337	0.0356186	0.00645807	0.00448592	0.00334111	0.0448479	0.0487287	0.0811681	0.0467568	0.0163289	0.16719	0.26875	0.0275663	0.238601	0.497152	0.8041	1.24363	2.01146	4.1911	1.036131	0.167085	0.0590495	0.0282218	0.0353532	0.00640995	0.0044525	0.00331622	0.0445138	0.0483656	0.0805633	0.0464085	0.0162072	0.165944	0.266748	0.0273609	1.007506
6228	-425.4623	-437.2865	11.82419	0.163836	0.0190026	0.103459	0.027371	0.00303883	0.0592278	0.00129145	0.0965297	0.0274981	0.0348805	0.110826	0.0339796	0.206979	0.213131	0.0403525	0.335937	0.587428	0.847068	1.18054	1.70234	2.97675	0.7887468	0.143539	0.0166484	0.0906423	0.0239801	0.00266237	0.0518903	0.00113146	0.0845711	0.0240915	0.0305593	0.0970963	0.0297701	0.181337	0.186727	0.0353534	1.141403
6264	-426.7721	-438.4874	11.71529	0.159638	0.0395262	0.0589809	0.0054221	0.00211143	0.0479291	0.00991959	0.137735	0.0337941	0.0334965	0.239126	0.028447	0.241638	0.360747	0.0883693	0.521236	0.727774	0.905619	1.10422	1.37405	1.91852	0.4711178	0.107364	0.0265833	0.0396676	0.00364663	0.00142004	0.0322347	0.00667142	0.0926335	0.0227282	0.022528	0.160824	0.019132	0.162513	0.24262	0.0594327	1.48688
6300	-430.8786	-443.1308	12.25224	0.143493	0.0716359	0.165013	0.0171075	0.0391089	0.0452192	0.0324192	0.0632299	0.0507083	0.0714989	0.114204	0.0900485	0.25727	0.199069	0.0592886	0.968972	0.984745	0.995216	1.00481	1.01549	1.03202	0.02279083	0.1011	0.0504722	0.116262	0.0120533	0.0275548	0.0318599	0.0228414	0.0445496	0.0357273	0.0503757	0.0804645	0.0634451	0.181264	0.140257	0.0417727	1.419314
6336	-430.6124	-442.0577	11.44531	0.0966262	0.0827809	0.0731107	0.0145646	0.0184191	0.0309464	0.00701023	0.0434568	0.109319	0.0497589	0.269181	0.0693221	0.506001	0.508772	0.0954578	0.934283	0.967391	0.98971	1.0104	1.03371	1.07034	0.04915163	0.0489314	0.0419202	0.0370232	0.00737552	0.0093274	0.0156712	0.00354997	0.0220065	0.055359	0.0251979	0.136313	0.0351046	0.256239	0.257642	0.0483397	1.974727
6372	-425.8842	-437.5736	11.6894	0.0826189	0.0371334	0.108646	0.019503	0.00523913	0.0179348	0.0102087	0.100427	0.0402253	0.0120203	0.20416	0.134744	0.0247389	0.0169576	0.0901533	0.199781	0.45591	0.782666	1.27768	2.19342	5.00547	1.164525	0.0913209	0.0410446	0.12009	0.0215572	0.00579095	0.0198238	0.0112839	0.111004	0.0444621	0.0132863	0.225663	0.148936	0.0273446	0.0187437	0.0996489	0.9047096
6408	-427.9434	-439.9267	11.98328	0.090155	0.00722373	0.0198264	0.00650971	0.0126484	0.0325434	0.0298536	0.0932054	0.115537	0.0236213	0.203312	0.155244	0.0544298	0.0494921	0.0756191	0.325979	0.57887	0.843198	1.18596	1.7275	3.06768	0.8105042	0.093018	0.00745313	0.020456	0.00671643	0.0130501	0.0335768	0.0308017	0.0961653	0.119206	0.0243715	0.209768	0.160174	0.0561582	0.0510638	0.0780205	0.9692212
6444	-431.4273	-442.7382	11.31098	0.014852	0.00161425	0.0109981	0.0126691	0.00189324	0.00292876	0.0276585	0.0531992	0.0106893	0.0178926	0.0630899	0.0511221	0.00264196	0.0107252	0.0253841	0.100956	0.326824	0.705464	1.41751	3.05975	9.90526	1.658045	0.0483213	0.00525201	0.0357827	0.0412192	0.00615972	0.00952881	0.0899877	0.173085	0.034778	0.0582142	0.205265	0.166327	0.00859571	0.0348948	0.082588	0.3073584
6480	-429.8362	-441.0653	11.22909	0.0289492	0.019262	0.0320072	0.00162547	0.00408769	0.00581168	0.00756213	0.0143867	0.00481546	0.0120019	0.022631	0.0142929	0.0514117	0.0526556	0.0339886	0.0904405	0.309753	0.693755	1.44143	3.22838	11.057	1.73758	0.0947634	0.0630529	0.104774	0.00532089	0.0133808	0.0190242	0.0247541	0.0470941	0.0157631	0.0392874	0.0740811	0.0467869	0.168293	0.172365	0.11126	0.3054892
6516	-432.6529	-443.8332	11.1804	0.0238153	0.00751584	0.00997716	0.0270665	0.00899992	0.00586189	0.0112761	0.0543126	0.0121241	0.00503222	0.0247963	0.0156624	0.102568	0.0666949	0.0120139	0.076336	0.28517	0.676087	1.4791	3.50668	13.1	1.860175	0.0614245	0.0193848	0.0257331	0.06981	0.0232126	0.015119	0.0290833	0.140083	0.0312705	0.0129791	0.0639545	0.0403963	0.264544	0.172019	0.0309862	0.3877173
6552	-427.0713	-438.9719	11.90054	0.0237885	0.00703491	0.0459336	0.00271986	0.00133091	0.0153797	0.0304242	0.129439	0.100632	0.0190379	0.142638	0.0714074	0.0170502	0.0290391	0.0997233	0.223102	0.481132	0.795925	1.2564	2.07843	4.48225	1.084693	0.0323398	0.00956378	0.0624455	0.00369757	0.00180933	0.0209082	0.0413609	0.175969	0.136807	0.0258815	0.193912	0.0970765	0.0231793	0.0394779	0.135571	0.735579
6588	-429.5006	-441.2258	11.7252	0.0562553	0.00923641	0.0162763	0.0214154	0.00904116	0.0168345	0.01855	0.0493535	0.0317102	0.0255721	0.0702692	0.0460801	0.0346922	0.023085	0.117189	0.156469	0.404688	0.7541	1.32608	2.47104	6.39106	1.34122	0.103115	0.0169301	0.0298342	0.0392539	0.0165723	0.0308573	0.0340017	0.0904639	0.0581241	0.0468731	0.128802	0.0844638	0.06359	0.0423144	0.214805	0.5455602
6624	-435.1059	-446.6811	11.57515	0.148632	0.0983312	0.186661	0.0322145	0.0405353	0.0324261	0.034486	0.116016	0.00940089	0.0304494	0.119856	0.00233102	0.214875	0.192548	0.177061	0.391307	0.632805	0.866962	1.15345	1.58027	2.55554	0.6784284	0.103517	0.0684842	0.130003	0.0224363	0.0282314	0.0225836	0.0240183	0.080801	0.00654738	0.0212069	0.0834754	0.00162347	0.149653	0.134103	0.123316	1.435824
6660	-427.4993	-439.0956	11.59633	0.0234959	0.00399874	0.0366454	0.0126249	0.00161713	0.0186925	0.000480305	0.0295389	0.0621081	0.00812552	0.129834	0.0543272	0.0239695	0.0124036	0.161349	0.13228	0.372865	0.735075	1.3604	2.68194	7.5597	1.462646	0.0405654	0.00690376	0.0632677	0.0217968	0.00279194	0.0322722	0.000829238	0.0509984	0.107229	0.0140286	0.224157	0.0937951	0.0413829	0.0214146	0.278567	0.5792117
6696	-426.6526	-438.4951	11.84253	0.0838695	0.00948795	0.037407	0.00310447	0.0044563	0.0129359	0.0030043	0.0987669	0.0640217	0.0284734	0.0901642	0.0692465	0.021508	0.0413955	0.0839615	0.193041	0.448342	0.77859	1.28437	2.23044	5.18024	1.189341	0.128673	0.0145565	0.0573901	0.00476289	0.00683688	0.0198463	0.00460921	0.151529	0.0982224	0.0436841	0.13833	0.106238	0.0329976	0.0635092	0.128814	0.6518032
