Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
360	-422.8089	-434.2619	11.45296	0.0408458	0.00933746	0.0298641	0.0106969	0.00028137	0.00850503	0.00290564	0.0334453	0.0131406	0.00591597	0.0344206	0.0703064	0.0111774	0.0947696	0.0186081	0.111604	0.343203	0.716309	1.39605	2.91373	8.96027	1.585546	0.106308	0.0243024	0.0777265	0.0278405	0.000732315	0.0221358	0.00756243	0.0870472	0.0342008	0.0153973	0.0895855	0.182985	0.0290911	0.246654	0.0484308	0.3842202
396	-436.1468	-447.9062	11.75941	0.0692977	0.025788	0.0510172	0.0113964	0.00193666	0.0204917	0.00687987	0.0617964	0.0663861	0.0141614	0.0694199	0.0922581	0.0353675	0.0869339	0.00511725	0.168719	0.419841	0.762798	1.31096	2.38185	5.92703	1.286718	0.112087	0.0417114	0.082519	0.0184334	0.00313249	0.0331448	0.011128	0.099954	0.107378	0.0229057	0.112285	0.149225	0.057206	0.140613	0.00827702	0.6182483
432	-430.2114	-442.0092	11.79784	0.0838738	0.0574853	0.134689	0.0155049	0.000516052	0.0290046	0.029788	0.0294716	0.0405586	0.0121614	0.123176	0.0373042	0.0554027	0.0320135	0.216436	0.230024	0.488355	0.799634	1.25057	2.04769	4.34737	1.062601	0.0934646	0.0640586	0.15009	0.0172779	0.000575062	0.0323212	0.0331942	0.0328417	0.0451964	0.013552	0.137261	0.0415698	0.0617379	0.0356742	0.241185	0.8973856
468	-427.3654	-439.381	12.01561	0.0912009	0.0456957	0.0572809	0.0354213	0.00426059	0.00884881	0.000841026	0.0332709	0.0259496	0.130401	0.00824197	0.00570153	0.037758	0.164824	0.0420789	0.252278	0.510852	0.810949	1.23312	1.95751	3.96388	0.9958275	0.131836	0.0660557	0.0828027	0.0512035	0.00615892	0.0127915	0.00121575	0.048095	0.0375116	0.188502	0.0119142	0.00824188	0.0545812	0.238263	0.0608274	0.6917755
504	-436.7337	-448.5999	11.86617	0.0447941	0.0155287	0.073245	0.0412661	0.000920419	0.0104535	0.00194107	0.0391135	0.00821652	0.00150006	0.0362858	0.034909	0.00239786	0.0343785	0.0666316	0.193826	0.44923	0.779071	1.28358	2.22603	5.15926	1.186407	0.108834	0.0377293	0.17796	0.100262	0.0022363	0.0253984	0.00471612	0.0950321	0.0199633	0.00364463	0.0881619	0.0848166	0.00582596	0.0835278	0.161891	0.4115818
540	-426.7224	-438.4948	11.77237	0.0750237	0.00119154	0.0323586	0.00714367	0.00611177	0.00573681	0.0115333	0.0561644	0.025858	0.00689233	0.0624584	0.129124	0.00687778	0.0407068	0.165054	0.173107	0.425132	0.765784	1.30585	2.35221	5.77678	1.268152	0.118664	0.00188464	0.0511812	0.0112991	0.00966692	0.00907384	0.018242	0.0888346	0.0408993	0.0109015	0.0987898	0.204235	0.0108785	0.0643854	0.261064	0.6322355
576	-430.1799	-441.9138	11.73386	0.0743286	0.03054	0.0344536	0.00414405	0.00218611	0.0108933	0.009787	0.0939248	0.075277	0.0237299	0.0406446	0.142635	0.019994	0.0282506	0.0863895	0.169015	0.420201	0.763002	1.31061	2.37981	5.91663	1.285447	0.109762	0.045099	0.0508782	0.00611959	0.00322827	0.0160863	0.0144526	0.1387	0.111163	0.0350424	0.0600206	0.210631	0.0295255	0.0417181	0.127573	0.6771778
612	-427.791	-439.2299	11.43888	0.13999	0.0314803	0.137959	0.00765142	0.00408117	0.024452	0.0176479	0.14778	0.0515552	0.0815156	0.330018	0.362781	0.024697	0.0518278	0.373327	0.632268	0.799649	0.932623	1.07224	1.25055	1.58161	0.3314846	0.0783483	0.0176186	0.0772119	0.00428228	0.00228411	0.0136851	0.00987704	0.0827084	0.028854	0.0456219	0.184701	0.203038	0.0138222	0.0290065	0.20894	1.786764
648	-433.7375	-445.4099	11.67237	0.16802	0.0167566	0.197757	0.0568288	0.00348778	0.0333183	0.0196023	0.0716353	0.0204091	0.0762444	0.0932477	0.127034	0.00383787	0.0216113	0.13797	0.236591	0.495105	0.803066	1.24523	2.01977	4.2267	1.042247	0.160361	0.0159928	0.188742	0.0542384	0.0033288	0.0317995	0.0187088	0.06837	0.0194788	0.0727689	0.0889972	0.121243	0.00366293	0.0206262	0.131681	1.04776
684	-428.8749	-440.7283	11.85341	0.16162	0.115798	0.107062	0.00416657	0.00061152	0.0377269	0.0380503	0.0805076	0.0812925	0.0386269	0.128954	0.149747	0.0031963	0.00383194	0.194561	0.352168	0.601103	0.853171	1.1721	1.66361	2.83955	0.7546282	0.14106	0.101067	0.0934428	0.00363653	0.000533727	0.0329276	0.0332098	0.0702661	0.0709511	0.0337131	0.112549	0.130698	0.00278969	0.00334448	0.16981	1.145753
720	-432.1662	-443.8749	11.70876	0.0929249	0.029173	0.101238	0.145464	0.00223616	0.0359424	0.0546009	0.0687807	0.0111586	0.0340708	0.0701004	0.193369	0.0301593	0.0138843	0.195229	0.260197	0.518611	0.814771	1.22734	1.92823	3.84324	0.9734795	0.0861747	0.0270538	0.0938839	0.134898	0.00207373	0.0333315	0.0506346	0.0637844	0.010348	0.0315959	0.0650082	0.179323	0.0279684	0.0128757	0.181047	1.078332
756	-429.2883	-441.0399	11.75168	0.0690619	0.0412834	0.0821082	0.011967	0.00204822	0.046528	0.00284076	0.0479898	0.00665827	0.0350909	0.0493426	0.0180672	0.102838	0.0577995	0.110358	0.174098	0.426318	0.76645	1.30472	2.34567	5.74388	1.264021	0.10097	0.0603574	0.120044	0.017496	0.00299456	0.0680252	0.00415327	0.0701624	0.00973457	0.0513039	0.0721403	0.0264147	0.150352	0.0845045	0.161347	0.6839816
792	-428.9175	-440.5067	11.5892	0.114152	0.065442	0.13143	0.000893487	0.00950341	0.0413915	0.00644498	0.0513888	0.0198434	0.0130073	0.204425	0.0950819	0.0712965	0.030784	0.29795	0.247171	0.505781	0.808429	1.23697	1.97714	4.04579	1.010617	0.0990015	0.0567563	0.113986	0.0007749	0.00824208	0.0358979	0.00558958	0.0445683	0.0172097	0.0112809	0.177293	0.0824624	0.0618338	0.0266982	0.258406	1.153034
828	-432.2991	-444.2059	11.90676	0.103981	0.0327531	0.0901397	0.0117911	0.028515	0.0486432	0.0407396	0.0342083	0.0219735	0.0186744	0.195716	0.0434737	0.0504271	0.0447097	0.245067	0.310423	0.565229	0.836948	1.19482	1.76919	3.22141	0.8458593	0.102869	0.0324027	0.0891755	0.011665	0.02821	0.0481229	0.0403039	0.0338423	0.0217385	0.0184746	0.193622	0.0430087	0.0498877	0.0442314	0.242445	1.010812
864	-430.455	-442.2759	11.82096	0.0904505	0.00125167	0.00784029	0.0178347	0.00223949	0.0128294	0.0299482	0.0899252	0.0374523	0.0301524	0.0919438	0.127848	0.0138673	0.072071	0.147216	0.20692	0.463783	0.786858	1.27088	2.15618	4.83278	1.139139	0.117032	0.0016195	0.0101444	0.0230759	0.00289763	0.0165997	0.0387493	0.116352	0.0484587	0.0390135	0.118964	0.165419	0.0179426	0.0932511	0.19048	0.7728703
900	-429.0029	-440.8419	11.839	0.0571799	0.0416024	0.0296119	0.0165756	0.00654886	0.0162107	0.0318472	0.0859917	0.0600119	0.0155154	0.0526479	0.118798	0.0463803	0.0145087	0.0838402	0.19548	0.451095	0.780078	1.28192	2.21683	5.11562	1.180265	0.084427	0.0614266	0.0437225	0.0244741	0.0096695	0.0239353	0.0470228	0.126968	0.0886084	0.0229087	0.0777355	0.175407	0.0684812	0.0214223	0.123791	0.6772703
936	-423.9804	-435.858	11.87755	0.043433	0.0171727	0.0525901	0.0180877	0.00513657	0.0101818	0.00194567	0.0903206	0.0530438	0.0295601	0.0590467	0.147392	0.0342428	0.0102552	0.163354	0.216157	0.473767	0.792104	1.26246	2.11074	4.62627	1.107562	0.0590312	0.02334	0.071477	0.0245835	0.00698129	0.0138385	0.00264443	0.122758	0.0720935	0.0401761	0.0802523	0.200325	0.0465406	0.0139381	0.22202	0.735763
972	-425.0495	-437.034	11.9845	0.0757683	0.0138041	0.0689307	0.00393778	0.0174647	0.0085161	0.0019756	0.0801714	0.117803	0.0208181	0.12325	0.176186	0.0346213	0.0597574	0.228542	0.355927	0.604223	0.85455	1.17021	1.65502	2.80957	0.7469525	0.0734512	0.013382	0.0668227	0.00381736	0.0169306	0.00825567	0.00191519	0.0777196	0.1142	0.0201815	0.119481	0.170798	0.0335626	0.05793	0.221552	1.031546
1008	-436.6974	-448.532	11.83464	0.112846	0.0471259	0.129893	0.0190588	0.0153131	0.000805055	0.0020158	0.0939161	0.0833903	0.00160545	0.166813	0.0085011	0.0484995	0.12809	0.036313	0.24109	0.499674	0.805371	1.24166	2.0013	4.14784	1.028628	0.1262	0.0527026	0.145264	0.0213141	0.0171252	0.000900321	0.00225434	0.10503	0.0932584	0.00179543	0.186553	0.00950708	0.0542387	0.143248	0.0406101	0.8941861
1044	-430.8253	-442.8304	12.00506	0.0520006	0.0728501	0.0210093	0.0210425	0.00661368	0.0121229	0.0159749	0.0368566	0.0770511	0.0183466	0.0652716	0.0945029	0.0177653	0.0039792	0.15878	0.245399	0.50401	0.807545	1.23832	1.98409	4.075	1.015819	0.077133	0.108059	0.0311634	0.0312125	0.00981015	0.017982	0.0236957	0.0546699	0.114291	0.0272136	0.0968181	0.140177	0.0263514	0.00590239	0.235521	0.6741675
1080	-425.4972	-437.0848	11.58763	0.0508142	0.028897	0.030774	0.00224824	0.00533366	0.00656025	0.00175449	0.0313116	0.0291273	0.016692	0.029986	0.0540216	0.0164677	0.00170079	0.0742588	0.134943	0.376507	0.737308	1.35629	2.65599	7.41051	1.448234	0.13374	0.0760552	0.0809953	0.00591723	0.0140379	0.0172662	0.00461771	0.0824104	0.0766613	0.0439323	0.0789215	0.142182	0.0433421	0.00447638	0.195445	0.3799475
1116	-429.6374	-441.1685	11.53109	0.0282138	0.0316131	0.0352137	0.0058319	0.00631282	0.0111123	0.0103131	0.0189484	0.0919602	0.108059	0.036874	0.0762513	0.0238057	0.0219232	0.130484	0.124334	0.361767	0.728178	1.37329	2.76421	8.04288	1.507445	0.0442975	0.0496346	0.0552877	0.00915645	0.00991152	0.0174469	0.0161923	0.0297501	0.144383	0.16966	0.0578946	0.119719	0.0373764	0.0344208	0.204869	0.6369171
1152	-433.0913	-444.988	11.89672	0.0747466	0.106518	0.150049	0.0319051	0.0121778	0.0136799	0.00136581	0.0266278	0.0293391	0.144327	0.0366562	0.0719033	0.0735984	0.0429131	0.212486	0.313779	0.568202	0.838319	1.19286	1.75994	3.18695	0.8380839	0.07269	0.103587	0.145921	0.0310273	0.0118427	0.0133035	0.00132823	0.0258951	0.0285318	0.140356	0.0356476	0.0699249	0.0715733	0.0417324	0.20664	1.028293
1188	-433.0462	-444.7509	11.70467	0.144051	0.0926788	0.0852558	0.0432	0.0439531	0.0577313	0.00672219	0.046633	0.0743919	0.187828	0.0384688	0.116662	0.0773509	0.00899578	0.243269	0.348967	0.598432	0.851987	1.17373	1.67103	2.8656	0.7612306	0.113677	0.0731371	0.0672793	0.0340911	0.0346854	0.0455584	0.00530479	0.0368003	0.0587061	0.148224	0.0303575	0.0920637	0.0610411	0.00709898	0.191975	1.267192
1224	-427.3324	-438.9961	11.66375	0.0839211	0.0160772	0.0776736	0.00318913	0.00351701	0.00914471	0.0146933	0.0952832	0.0115342	0.118407	0.0345808	0.0568835	0.0623448	0.0510629	0.170991	0.172773	0.424732	0.765559	1.30624	2.35443	5.78795	1.269549	0.103695	0.0198655	0.0959758	0.00394059	0.00434572	0.0112995	0.0181554	0.117735	0.014252	0.146307	0.042729	0.070287	0.0770351	0.0630949	0.211282	0.809304
1260	-427.8795	-439.7433	11.86375	0.100927	0.0119407	0.0495332	0.0236696	0.00469933	0.0113813	0.018473	0.0731866	0.00445732	0.166247	0.0763039	0.0526596	0.0157476	0.0281791	0.128225	0.218002	0.475735	0.793129	1.26083	2.10201	4.58711	1.101415	0.131822	0.0155959	0.0646959	0.0309152	0.00613786	0.0148652	0.0241279	0.0955899	0.00582177	0.217138	0.0996615	0.0687793	0.0205681	0.0368051	0.167477	0.7656305
1296	-432.4472	-443.8021	11.3549	0.069615	0.0761829	0.15994	0.00698824	0.0206827	0.0814924	0.0677182	0.148921	0.235875	0.268253	0.0574062	0.149343	0.0394768	0.0505569	0.45198	0.685202	0.831627	0.944102	1.05921	1.20246	1.45942	0.2733498	0.0369422	0.0404276	0.0848745	0.00370841	0.0109756	0.0432451	0.0359356	0.079027	0.12517	0.142352	0.0304634	0.0792511	0.0209489	0.0268287	0.23985	1.884431
1332	-431.772	-443.2744	11.50231	0.0839098	0.0760769	0.0742801	0.0464257	0.0414189	0.029507	0.0742775	0.0541288	0.129118	0.387005	0.0441693	0.175835	0.170844	0.102738	0.46528	0.970636	0.98557	0.995475	1.00455	1.01464	1.03025	0.02155035	0.0429203	0.0389138	0.0379947	0.023747	0.021186	0.015093	0.0379934	0.0276872	0.0660445	0.197955	0.0225928	0.0899408	0.0873874	0.052551	0.237993	1.955013
1368	-424.5211	-436.3355	11.81437	0.0754332	0.00913689	0.0822518	0.00299519	0.0260192	0.0232477	0.00507295	0.0786408	0.0271676	0.174823	0.0446857	0.0832463	0.0409082	0.0275238	0.163115	0.226203	0.484382	0.797598	1.25376	2.06449	4.4208	1.074712	0.08728	0.0105718	0.0951695	0.00346558	0.0301056	0.0268987	0.00586966	0.0909913	0.0314343	0.202279	0.0517036	0.0963201	0.0473329	0.0318464	0.188732	0.8642669
1404	-430.1397	-441.7486	11.60884	0.172648	0.0154968	0.055229	0.0252228	0.034732	0.00923417	0.000432492	0.128197	0.114701	0.21998	0.0442286	0.11631	0.120139	0.0815469	0.340403	0.443026	0.672299	0.883492	1.13187	1.48743	2.2572	0.5886697	0.116772	0.0104814	0.0373548	0.0170597	0.0234913	0.00624563	0.000292521	0.0867074	0.0775796	0.148786	0.0299145	0.0786675	0.0812571	0.0551551	0.230235	1.478501
1440	-432.2112	-444.0388	11.82759	0.123341	0.0307179	0.0761716	0.0329375	0.00958369	0.055586	0.0227838	0.125376	0.0595467	0.351093	0.0678577	0.0855589	0.131639	0.0555342	0.35739	0.731248	0.858428	0.953492	1.04878	1.16492	1.36752	0.2263221	0.0778119	0.0193789	0.0480542	0.0207792	0.00604604	0.0350675	0.0143736	0.079096	0.0375661	0.221493	0.0428093	0.0539764	0.0830467	0.0350348	0.225466	1.585117
1476	-424.4658	-436.4564	11.99064	0.0866551	0.00827928	0.0673938	0.0128193	0.00072321	0.0417664	0.0264738	0.0891238	0.0118142	0.196313	0.0407214	0.0680237	0.0312064	0.0226542	0.165002	0.290245	0.547002	0.828433	1.2071	1.82815	3.44536	0.8944573	0.0997217	0.0095277	0.077556	0.0147524	0.000832262	0.0480643	0.0304657	0.102563	0.0135957	0.225915	0.0468618	0.0782808	0.0359119	0.0260701	0.189882	0.8689694
1512	-432.718	-443.9019	11.18392	0.0524458	0.00477211	0.0868603	0.108316	0.00871658	0.0427046	0.0620839	0.278448	0.116611	0.476797	0.029651	0.125657	0.0479934	0.083856	0.332629	0.512221	0.721609	0.903218	1.10715	1.38579	1.95228	0.4837323	0.028234	0.00256905	0.0467609	0.0583114	0.00469254	0.0229898	0.0334226	0.149901	0.062777	0.256682	0.0159625	0.0676469	0.0258371	0.0451435	0.17907	1.857542
1548	-428.9873	-440.7863	11.79907	0.0603679	0.0284326	0.0611126	0.039439	0.00190105	0.0387659	0.0134468	0.141028	0.118893	0.190812	0.145725	0.0638196	0.0536189	0.0608693	0.00517496	0.27225	0.530192	0.820405	1.21891	1.88611	3.67309	0.9407363	0.0589873	0.0277823	0.059715	0.038537	0.00185758	0.0378793	0.0131393	0.137803	0.116173	0.186448	0.142392	0.06236	0.0523926	0.0594772	0.00505661	1.023405
1584	-427.33	-438.8789	11.54888	0.111636	0.0326538	0.102801	0.033795	0.0122719	0.0103063	0.0105866	0.0840094	0.0507559	0.21105	0.176551	0.140702	0.0268414	0.0597758	0.0680147	0.226156	0.484332	0.797573	1.2538	2.0647	4.42174	1.074865	0.0986404	0.0288524	0.0908337	0.0298608	0.0108433	0.00910654	0.00935415	0.0742296	0.0448472	0.186481	0.155998	0.124323	0.0237167	0.0528171	0.0600968	1.131752
1620	-434.3094	-446.042	11.7326	0.0131842	0.0577248	0.0200092	0.00458032	0.00595336	0.00704475	0.0149678	0.135103	0.0534525	0.288709	0.0340122	0.0221043	0.0107049	0.168773	0.0853892	0.216643	0.474287	0.792375	1.26203	2.10843	4.61588	1.105936	0.014304	0.0626277	0.0217087	0.00496936	0.00645902	0.00764311	0.0162392	0.146579	0.0579926	0.313231	0.0369012	0.0239818	0.0116142	0.183108	0.0926419	0.9217124
1656	-428.7856	-440.3162	11.53058	0.0934564	0.0276218	0.0653242	0.00237821	0.0281556	0.0050216	0.0128114	0.161354	0.164962	0.303451	0.0670126	0.0154976	0.299219	0.0862964	0.019761	0.317269	0.571274	0.839731	1.19086	1.75047	3.1519	0.8300878	0.0691081	0.0204255	0.0483052	0.00175861	0.0208202	0.00371332	0.0094736	0.119316	0.121984	0.224393	0.0495538	0.01146	0.221263	0.0638135	0.0146126	1.352322
1692	-432.1202	-443.7187	11.59853	0.0793633	0.0246447	0.0723815	0.0140209	0.0090961	0.0230923	0.00148507	0.0413792	0.0264853	0.180595	0.0350449	0.0121296	0.0903878	0.0641381	0.0624101	0.147071	0.392645	0.747026	1.33864	2.54683	6.79945	1.386008	0.107735	0.0334549	0.0982572	0.0190332	0.0123479	0.0313476	0.00201597	0.0561719	0.0359535	0.245155	0.0475731	0.0164658	0.122701	0.0870669	0.0847211	0.7366533
1728	-428.3523	-440.1072	11.75493	0.0492931	0.0297616	0.0598451	0.0542425	0.0131359	0.0201005	0.000621799	0.0752396	0.0844866	0.11729	0.0301396	0.0321506	0.165338	0.0519502	0.034386	0.197816	0.453717	0.781489	1.27961	2.20402	5.05521	1.171675	0.0602619	0.0363842	0.0731619	0.0663126	0.0160589	0.0245733	0.000760163	0.0919821	0.103287	0.14339	0.0368464	0.0393048	0.20213	0.0635102	0.0420376	0.8179813
1764	-430.3964	-441.7342	11.33781	0.0702809	0.002008	0.0697515	0.0361715	0.000246052	0.0374749	0.00768907	0.0790685	0.0416672	0.104885	0.124336	0.1267	0.250933	0.0334502	0.507106	0.312039	0.566662	0.83761	1.19387	1.76472	3.20473	0.8421061	0.0471125	0.00134606	0.0467576	0.0242474	0.00016494	0.0251211	0.00515433	0.0530032	0.0279314	0.0703093	0.0833478	0.0849329	0.168212	0.0224232	0.339936	1.491769
1800	-425.655	-437.5217	11.86666	0.102788	0.0292381	0.086539	0.00114797	2.93981e-05	0.0296324	0.0102628	0.112038	0.0300925	0.04862	0.0188369	0.193876	0.194482	0.0406423	0.329029	0.408634	0.646319	0.872696	1.14587	1.54722	2.44718	0.6471005	0.0837546	0.023824	0.0705142	0.000935392	2.39543e-05	0.0241453	0.00836238	0.0912918	0.0245202	0.0396168	0.0153488	0.157976	0.158469	0.0331164	0.268101	1.227255
1836	-425.6699	-437.707	12.03711	0.0996114	0.0050688	0.131591	0.000311811	0.00809404	0.0209774	0.00267914	0.0872502	0.0855555	0.0122349	0.0179208	0.109842	0.263711	0.0347387	0.177315	0.397036	0.637307	0.868881	1.15091	1.5691	2.51866	0.6679184	0.0942485	0.00479591	0.124507	0.000295024	0.00765827	0.019848	0.0025349	0.0825528	0.0809493	0.0115762	0.0169559	0.103928	0.249513	0.0328684	0.167769	1.056901
1872	-429.5634	-440.7882	11.22476	0.0292529	0.00305838	0.0343778	0.00125983	0.00121419	0.00384698	8.01542e-06	0.114921	0.0106501	0.0325169	0.00636265	0.0540071	0.087666	0.0137786	0.103912	0.0778951	0.287996	0.67817	1.47456	3.47227	12.8378	1.845556	0.0588789	0.00615577	0.0691941	0.00253573	0.00244387	0.00774303	1.61331e-05	0.231307	0.021436	0.0654486	0.0128065	0.108703	0.17645	0.0277329	0.209148	0.4968317
1908	-427.9123	-439.5148	11.60255	0.146016	0.00826858	0.154509	0.00702702	0.00114159	0.0179184	0.00177413	0.0709803	0.0314135	0.0454221	0.0252223	0.224353	0.248649	0.0382031	0.162312	0.264089	0.522379	0.816614	1.22457	1.91432	3.78661	0.9627451	0.123407	0.00698827	0.130585	0.00593895	0.00096483	0.0151439	0.00149943	0.0599897	0.0265495	0.0383889	0.0213169	0.189614	0.210148	0.0322877	0.137179	1.183209
1944	-425.5188	-437.0264	11.5076	0.0328229	0.00428941	0.0206558	0.0014559	0.00197881	0.0138694	0.000653222	0.0557596	0.0293627	0.0204353	0.0120629	0.0353164	0.0765457	0.00328777	0.0777549	0.120162	0.355795	0.724407	1.38044	2.8106	8.32209	1.53212	0.0849783	0.0111053	0.0534776	0.00376931	0.00512312	0.0359078	0.00169119	0.144361	0.0760199	0.0529068	0.0312306	0.0914338	0.198176	0.00851201	0.201307	0.3862507
1980	-428.8704	-440.3886	11.51827	0.187261	0.0468359	0.0620272	0.016745	0.00293606	0.0222446	0.0619759	0.211432	0.0864931	0.108189	0.0143177	0.0918808	0.352477	0.000524837	0.214101	0.391542	0.63299	0.867041	1.15335	1.5798	2.554	0.677994	0.126576	0.0316578	0.0419261	0.0113185	0.00198457	0.0150358	0.0418914	0.142914	0.0584633	0.0731281	0.00967777	0.0621051	0.23825	0.000354753	0.144717	1.479441
